https://www.jstor.org/stable/45238033,THE ECONOMETRIC SOCIETY 2018 ANNUAL REPORT OF THE PRESIDENT,"Vol. 87, No. 6, November 2019",Vol. 87,No. 6,November,2019,,Tim Besley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172310,THE ECONOMETRIC SOCIETY ANNUAL REPORTS: REPORT OF THE SECRETARY,"Vol. 87, No. 1, January 2019",Vol. 87,No. 1,January,2019,,Enrique Sentana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172311,THE ECONOMETRIC SOCIETY ANNUAL REPORTS: REPORT OF THE TREASURER,"Vol. 87, No. 1, January 2019",Vol. 87,No. 1,January,2019,,Enrique Sentana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909152,"The Theory of Interest
     by Friedrich A. Lutz, C. Wittich","Vol. 39, No. 1, Jan., 1971",Vol. 39,No. 1,Jan.,1971,,"Review by: 

Jürg Niehans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909153,"Statistique des Chroniques
     by G. Th. Gilbaud","Vol. 39, No. 1, Jan., 1971",Vol. 39,No. 1,Jan.,1971,,"Review by: 

Vincenzo Lo Jacono",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909154,"An Introduction to Modern Demand Theory
     by Shih-Yen Wu, Jack A. Pontney","Vol. 39, No. 1, Jan., 1971",Vol. 39,No. 1,Jan.,1971,,"Review by: 

Robert E. Kuenne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909155,"The Economics of Crude Petroleum Production
     by Paul G Bradley","Vol. 39, No. 1, Jan., 1971",Vol. 39,No. 1,Jan.,1971,,"Review by: 

J. Daniel Khazzoom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909156,"Decision Analysis: Introductory Lectures on Choices under Uncertainty
     by Howard Raiffa","Vol. 39, No. 1, Jan., 1971",Vol. 39,No. 1,Jan.,1971,,"Review by: 

Karl Borch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909157,"Optimal Pricing and Investment in Electricity Supply
     by Ralph Turvey","Vol. 39, No. 1, Jan., 1971",Vol. 39,No. 1,Jan.,1971,,"Review by: 

M. Boiteux",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909706,"Mathematical Planning of Structural Decisions
     by Janos Kornai","Vol. 38, No. 6, Nov., 1970",Vol. 38,No. 6,Nov.,1970,,"Review by: 

Charles C. Holt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909707,"Essays On The Theory of Economic Growth
     by Karl Shell","Vol. 38, No. 6, Nov., 1970",Vol. 38,No. 6,Nov.,1970,,"Review by: 

T. V. S. Ramamohan Rao",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909708,"Topics in Regression Analysis
     by Arthur S. Goldberger","Vol. 38, No. 6, Nov., 1970",Vol. 38,No. 6,Nov.,1970,,"Review by: 

S. K. Katti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909709,"The Demand for Natural Gas in the U.S.--A Dynamic Approach for the Residential and Commercial Market
     by Pietro Balestra","Vol. 38, No. 6, Nov., 1970",Vol. 38,No. 6,Nov.,1970,,"Review by: 

J. Daniel Khazzoom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909710,"Aspects of Planometrics
     by Alfred Zauberman","Vol. 38, No. 6, Nov., 1970",Vol. 38,No. 6,Nov.,1970,,"Review by: 

Martin Weitzman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909711,"Analysis for Military Decisions
     by E. S. Quade","Vol. 38, No. 6, Nov., 1970",Vol. 38,No. 6,Nov.,1970,,"Review by: 

H. C. Joksch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909712,"Relative Rates of Growth--Agriculture and Industry
     by Ashok Rudra","Vol. 38, No. 6, Nov., 1970",Vol. 38,No. 6,Nov.,1970,,"Review by: 

M. V. Rama Sastry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1912209,"Economic Growth in Canada: A Quantitative Analysis
     by N. H. Lithwick","Vol. 38, No. 5, Sep., 1970",Vol. 38,No. 5,Sep.,1970,,"Review by: 

Conrad Ouellette",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1912210,"Mathematics and Computers in Soviet Economic Planning
     by John P. Hardt, Marvin Hoffenberg, Norman Kaplan, Herbert S. Levine","Vol. 38, No. 5, Sep., 1970",Vol. 38,No. 5,Sep.,1970,,"Review by: 

Eberhard Fels",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1912211,"Unfilled Orders and Inventories: A Structural Analysis
     by Gerald L. Childs;

    
        Business Cycles and Manufacturers' Short-Term Production Decisions
     by Chikashi Moriguchi","Vol. 38, No. 5, Sep., 1970",Vol. 38,No. 5,Sep.,1970,,"Review by: 

Michael C. Lovell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1912212,"The Advanced Theory of Statistics. Volume 3: Design and Analysis, and Time Series
     by M. G. Kendall, A. Stuart","Vol. 38, No. 5, Sep., 1970",Vol. 38,No. 5,Sep.,1970,,"Review by: 

Camilo Dagum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1912213,"Mathematical Economics
     by Kelvin Lancaster","Vol. 38, No. 5, Sep., 1970",Vol. 38,No. 5,Sep.,1970,,"Review by: 

K. C. Kogiku",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1912214,"A Production Model for Wheat and Feedgrains in France (1946-1961)
     by Bernard Oury","Vol. 38, No. 5, Sep., 1970",Vol. 38,No. 5,Sep.,1970,,"Review by: 

Richard H. Day",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1912215,"Problèmes Techniques de Planification
     by André Babeau, Pierre-Henri Derycke","Vol. 38, No. 5, Sep., 1970",Vol. 38,No. 5,Sep.,1970,,"Review by: 

J. S",ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1912216,"Decisions Under Risk: Economic Applications of Chance-Constrained Programming
     by Bertil Näslund","Vol. 38, No. 5, Sep., 1970",Vol. 38,No. 5,Sep.,1970,,"Review by: 

J. K. Sengupta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1912217,"Fundamental Methods of Mathematical Economics
     by Alpha C. Chiang","Vol. 38, No. 5, Sep., 1970",Vol. 38,No. 5,Sep.,1970,,"Review by: 

Ivan Bello",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909561,"Joint Statistical Papers
     by J. Neyman, E. S. Pearson","Vol. 38, No. 3, May, 1970",Vol. 38,No. 3,May,1970,,"Review by: 

Oscar Kempthorne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909562,"L'Equilibre et la Croissance Economiques
     by L. Stoleru","Vol. 38, No. 3, May, 1970",Vol. 38,No. 3,May,1970,,"Review by: 

A. Kervyn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909563,"Fundamentals of Operations Research
     by R. L. Ackoff, M. W. Sasieni","Vol. 38, No. 3, May, 1970",Vol. 38,No. 3,May,1970,,"Review by: 

Richard M. Hesse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909564,"Statistical Methods of Econometrics
     by E. Malinvaud","Vol. 38, No. 3, May, 1970",Vol. 38,No. 3,May,1970,,"Review by: 

H. Wold",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909565,"Multi-channel Time Series Analysis
     by Enders A. Robinson","Vol. 38, No. 3, May, 1970",Vol. 38,No. 3,May,1970,,"Review by: 

Emanuel Parzen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909566,"Die Messung des technischen Fortschritts im Rahmen des gesamtwirtschaftlichen Wachstumsprozesses
     by Florian H. Fleck","Vol. 38, No. 3, May, 1970",Vol. 38,No. 3,May,1970,,"Review by: 

K. W. Rothschild",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1913021,"Statistical Methods
     by George W. Snedecor, William G. Cochran","Vol. 38, No. 2, Mar., 1970",Vol. 38,No. 2,Mar.,1970,,"Review by: 

Ivan Bello",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1913022,"Computer Simulation of Competitive Market Response
     by Arnold E. Amstutz","Vol. 38, No. 2, Mar., 1970",Vol. 38,No. 2,Mar.,1970,,"Review by: 

S. Sankar Sengupta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1913023,"Collected Papers, Contributions to Mathematical Statistics
     by S. S. Wilks, T. W. Anderson","Vol. 38, No. 2, Mar., 1970",Vol. 38,No. 2,Mar.,1970,,"Review by: 

S. K. Katti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1913024,"Kreislaufaspekte in der Ökonomik
     by Helmut Reichardt","Vol. 38, No. 2, Mar., 1970",Vol. 38,No. 2,Mar.,1970,,"Review by: 

Peter Richter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1913025,"Proceedings of the Fifth Berkeley Symposium on Mathematical Statistics and Probability, Volume III: Physical Sciences and Engineering
     by Lucien LeCam, Jerzy Neyman","Vol. 38, No. 2, Mar., 1970",Vol. 38,No. 2,Mar.,1970,,"Review by: 

Nancy R. Mann",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1913026,"The Wealth of the Nation--The National Balance Sheet of the United Kingdom, 1957-1961
     by Jack Revell, Graham Hockley, John Moyle","Vol. 38, No. 2, Mar., 1970",Vol. 38,No. 2,Mar.,1970,,"Review by: 

R. W. Goldsmith",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1913027,"Matrix Methods in Economics
     by Clopper Almon, Jr","Vol. 38, No. 2, Mar., 1970",Vol. 38,No. 2,Mar.,1970,,"Review by: 

John C. G. Boot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1913028,"L'Évolution Économique et le Comportement Industriel
     by J. Desrousseaux","Vol. 38, No. 2, Mar., 1970",Vol. 38,No. 2,Mar.,1970,,"Review by: 

Fern",o de Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1913029,"Game Theory
     by Guillermo Owen","Vol. 38, No. 2, Mar., 1970",Vol. 38,No. 2,Mar.,1970,,"Review by: 

W. F. Lucas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909251,"Volkswirtschaftliche Theorie des Technischen Fortschritts
     by Rudolf Eder","Vol. 38, No. 1, Jan., 1970",Vol. 38,No. 1,Jan.,1970,,"Review by: 

Bronisław Minc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909252,"Operations Research: Process and Strategy
     by David S. Stoller","Vol. 38, No. 1, Jan., 1970",Vol. 38,No. 1,Jan.,1970,,"Review by: 

S. Sankar Sengupta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909253,"Les Mouvements de Prix et leur Dispersion (1892-1963). Essai d'Analyse et Documents Statistiques
     by Claude Fontaine","Vol. 38, No. 1, Jan., 1970",Vol. 38,No. 1,Jan.,1970,,"Review by: 

N. Bardos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909254,"Chinese Economic Statistics: A Handbook for Mainland China
     by Nai-Ruenn Chen","Vol. 38, No. 1, Jan., 1970",Vol. 38,No. 1,Jan.,1970,,"Review by: 

George C. Wang",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909255,"Studies of Portfolio Behavior
     by Donald D. Hester, James Tobin","Vol. 38, No. 1, Jan., 1970",Vol. 38,No. 1,Jan.,1970,,"Review by: 

Harry M. Markowitz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909256,"Socialism, Capitalism and Economic Growth
     by C. H. Feinstein","Vol. 38, No. 1, Jan., 1970",Vol. 38,No. 1,Jan.,1970,,"Review by: 

T. V. S. Ramamohan Rao",Edith L. Perlmutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909257,"Green's Function Methods in Probability Theory
     by J. Keilson","Vol. 38, No. 1, Jan., 1970",Vol. 38,No. 1,Jan.,1970,,"Review by: 

Bruno de Finetti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910455,"Aspects of the Theory of Risk Bearing--Yrjö Jahnsson Lectures
     by Kenneth J. Arrow","Vol. 37, No. 4, Oct., 1969",Vol. 37,No. 4,Oct.,1969,,"Review by: 

Joseph E. Stiglitz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910456,"Statistical Dictionary of Terms and Symbols
     by Albert K. Kurtz, Harold A. Edgerton","Vol. 37, No. 4, Oct., 1969",Vol. 37,No. 4,Oct.,1969,,"Review by: 

Alan Stuart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910457,"Programming Investment in the Process Industries--An Approach to Sectoral Planning
     by David Kendrick","Vol. 37, No. 4, Oct., 1969",Vol. 37,No. 4,Oct.,1969,,"Review by: 

Huntley G. Manhertz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910458,"Einführung in die Theorie und Praxis der Entscheidung bei Unsicherheit
     by H. Bühlmann, H. Loeffel, E. Nievergelt","Vol. 37, No. 4, Oct., 1969",Vol. 37,No. 4,Oct.,1969,,"Review by: 

H. Schneeweiss",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1910459,"Linear Programming
     by M. Simmonard, William S. Jewell","Vol. 37, No. 4, Oct., 1969",Vol. 37,No. 4,Oct.,1969,,"Review by: 

Paul V. Moeseke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1912801,"An Introduction to Mathematics for Students of Economics
     by J. Parry Lewis","Vol. 37, No. 3, Aug., 1969",Vol. 37,No. 3,Aug.,1969,,"Review by: 

André Piatier",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1912802,"Cyclical Fluctuations in the Exports of the United States Since 1879
     by Ilse Mintz","Vol. 37, No. 3, Aug., 1969",Vol. 37,No. 3,Aug.,1969,,"Review by: 

C. A. Blyth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1912803,"The Identification Problem in Econometrics
     by Franklin M. Fisher","Vol. 37, No. 3, Aug., 1969",Vol. 37,No. 3,Aug.,1969,,"Review by: 

Herman O. Wold",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1912804,"Movimenti in Equilibrio Nell'Analisi Macroeconomica
     by Terenzio Cozzi","Vol. 37, No. 3, Aug., 1969",Vol. 37,No. 3,Aug.,1969,,"Review by: 

Lucio Izzo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1912805,"Economics and Information Theory
     by Henri Theil","Vol. 37, No. 3, Aug., 1969",Vol. 37,No. 3,Aug.,1969,,"Review by: 

M. V. Rama Sastry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1913544,"The Measurement of Consumers' Expenditure and Behaviour in the United Kingdom, 1920-1938
     by Richard Stone, D. A. Rowe","Vol. 37, No. 2, Apr., 1969",Vol. 37,No. 2,Apr.,1969,,"Review by: 

Lester D. Taylor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1913545,"Operations Research and Quantitative Economics: An Elementary Introduction
     by Henri Theil, John C. G. Boot, Teun Kloeck","Vol. 37, No. 2, Apr., 1969",Vol. 37,No. 2,Apr.,1969,,"Review by: 

S. Sankar Sengupta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1913546,"Defense Management
     by Stephen Enke","Vol. 37, No. 2, Apr., 1969",Vol. 37,No. 2,Apr.,1969,,"Review by: 

M. Shubik",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1913547,"Model Building in the Human Sciences
     by Herman Wold","Vol. 37, No. 2, Apr., 1969",Vol. 37,No. 2,Apr.,1969,,"Review by: 

E. F. Beach",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1913548,"The Theory and Empirical Analysis of Production
     by Murray Brown","Vol. 37, No. 2, Apr., 1969",Vol. 37,No. 2,Apr.,1969,,"Review by: 

C. H. Hanumantha Rao",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1913549,"Advanced Seminar on Spectral Analysis of Time Series
     by B. Harris","Vol. 37, No. 2, Apr., 1969",Vol. 37,No. 2,Apr.,1969,,"Review by: 

C. W. J. Granger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1913550,"Colloquium on Applications of Mathematics to Economics
     by Andras Prekopa","Vol. 37, No. 2, Apr., 1969",Vol. 37,No. 2,Apr.,1969,,"Review by: 

P. N. Mathur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909214,"Monopoly Capital: An Essay on the American Economic and Social Order
     by Paul A. Baran, Paul M. Sweezy","Vol. 37, No. 1, Jan., 1969",Vol. 37,No. 1,Jan.,1969,,"Review by: 

Leif Johansen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909215,"Bibliography on Time Series and Stochastic Processes
     by Herman O. A. Wold","Vol. 37, No. 1, Jan., 1969",Vol. 37,No. 1,Jan.,1969,,"Review by: 

A. T. Bharucha-Reid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909216,"Postwar Economic Growth in Japan
     by Ryutaro Komiya, Robert S. Ozaki","Vol. 37, No. 1, Jan., 1969",Vol. 37,No. 1,Jan.,1969,,"Review by: 

Kazuo Sato",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909217,"Stochastic Choice of Mode in Urban Travel: A Study in Binary Choice
     by Stanley Leon Warner","Vol. 37, No. 1, Jan., 1969",Vol. 37,No. 1,Jan.,1969,,"Review by: 

Karl Foerstner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909218,"Mathematics in the Social Sciences and Other Essays
     by Richard Stone","Vol. 37, No. 1, Jan., 1969",Vol. 37,No. 1,Jan.,1969,,"Review by: 

Murray Brown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909219,"Optimal Control of Dynamic Operations Research Models
     by M. M. Connors, D. Teichroew","Vol. 37, No. 1, Jan., 1969",Vol. 37,No. 1,Jan.,1969,,"Review by: 

T. V. S. Rama Mohan Rao",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909220,"An Essay on Capital
     by Israel M. Kirzner","Vol. 37, No. 1, Jan., 1969",Vol. 37,No. 1,Jan.,1969,,"Review by: 

M. Blaug",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909221,"Théorie des Chaines de Markov Finies et ses Applications
     by P. Gordon","Vol. 37, No. 1, Jan., 1969",Vol. 37,No. 1,Jan.,1969,,"Review by: 

J. L. Snell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909222,"Analytical Economics. Issues and Problems
     by Nicholas Georgescu-Roegen","Vol. 37, No. 1, Jan., 1969",Vol. 37,No. 1,Jan.,1969,,"Review by: 

Emile Grunberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909223,"Risk Aversion and Portfolio Choice
     by Donald D. Hester, James Tobin","Vol. 37, No. 1, Jan., 1969",Vol. 37,No. 1,Jan.,1969,,"Review by: 

Karl Borch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909224,"Estimating Foreign Resource Needs for Economic Development
     by Jaroslav Vanek","Vol. 37, No. 1, Jan., 1969",Vol. 37,No. 1,Jan.,1969,,"Review by: 

I. Wexler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909225,"Statistical Analysis for Areal Distributions
     by David S. Neft","Vol. 37, No. 1, Jan., 1969",Vol. 37,No. 1,Jan.,1969,,"Review by: 

Burley V. Bechdolt",Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909226,"Consumer Decision Processes: Marketing and Advertising Implications
     by Francesco M. Nicosia","Vol. 37, No. 1, Jan., 1969",Vol. 37,No. 1,Jan.,1969,,"Review by: 

S. Sankar Sengupta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909227,"Nonlinear Programming
     by H. P. Künzi, W. Krelle","Vol. 37, No. 1, Jan., 1969",Vol. 37,No. 1,Jan.,1969,,"Review by: 

John C. Boot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909529,"Agricultural Development of Taiwan, 1903-1960
     by Yhi-Min Ho","Vol. 36, No. 3/4, Jul. - Oct., 1968",Vol. 36,No. 3/4,Jul. - Oct.,1968,,"Review by: 

Martin H. Yeh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909530,The Selected Papers of E. S. Pearson,"Vol. 36, No. 3/4, Jul. - Oct., 1968",Vol. 36,No. 3/4,Jul. - Oct.,1968,,"Review by: 

J. N. K. Rao",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909531,"Oligopolanalyse im Rahmen eines allgemeinen Handlungsmodells
     by Werner Meissner","Vol. 36, No. 3/4, Jul. - Oct., 1968",Vol. 36,No. 3/4,Jul. - Oct.,1968,,"Review by: 

K. W. Rothschild",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909532,"A Magyar Nepgazdasag M-I Statisztikai Makromodellje
     by L. Halabuk, Z. Kenessey, E. Theiss, G. Kotasz, Z. Nyary","Vol. 36, No. 3/4, Jul. - Oct., 1968",Vol. 36,No. 3/4,Jul. - Oct.,1968,,"Review by: 

Peter E. de Janosi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909533,"The Structure of Economic Science
     by Sherman Roy Krupp","Vol. 36, No. 3/4, Jul. - Oct., 1968",Vol. 36,No. 3/4,Jul. - Oct.,1968,,"Review by: 

G. D. N. Worswick",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909534,"Productivity and Technical Change
     by W. E. G. Salter","Vol. 36, No. 3/4, Jul. - Oct., 1968",Vol. 36,No. 3/4,Jul. - Oct.,1968,,"Review by: 

Murray Brown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909535,"Readings in Mathematical Social Science
     by Paul F. Lazarsfeld, Neil W. Henry","Vol. 36, No. 3/4, Jul. - Oct., 1968",Vol. 36,No. 3/4,Jul. - Oct.,1968,,"Review by: 

H. P. Künzi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909536,"Investments for Capacity Expansion--Size, Location and Time Phasing
     by Alan S. Manne","Vol. 36, No. 3/4, Jul. - Oct., 1968",Vol. 36,No. 3/4,Jul. - Oct.,1968,,"Review by: 

Hollis B. Chenery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909537,"Microéconomie, Décisions Optimales dans l'Entreprise et dans la Nation
     by C. Abraham, A. Thomas","Vol. 36, No. 3/4, Jul. - Oct., 1968",Vol. 36,No. 3/4,Jul. - Oct.,1968,,"Review by: 

Roger Dehem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1909538,"A Statistical Model for the Greek Economy 1949-1959
     by P. Pavlopoulos","Vol. 36, No. 3/4, Jul. - Oct., 1968",Vol. 36,No. 3/4,Jul. - Oct.,1968,,"Review by: 

Jeffrey B. Nugent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907500,"Introduction to Dynamic Programming
     by George Nemhauser","Vol. 36, No. 2, Apr., 1968",Vol. 36,No. 2,Apr.,1968,,"Review by: 

Stuart E. Dreyfus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907501,"Commercial Bank Behavior and Economic Activity
     by S. M. Goldfeld","Vol. 36, No. 2, Apr., 1968",Vol. 36,No. 2,Apr.,1968,,"Review by: 

Donald D. Hester",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907502,"Contribuiçôes à Teoria da Localizaçâo Industrial
     by Ruy Aguiar da Silva Leme","Vol. 36, No. 2, Apr., 1968",Vol. 36,No. 2,Apr.,1968,,"Review by: 

Mário Madureira",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907503,"Linear Statistical Inference and its Applications
     by C. R. Rao","Vol. 36, No. 2, Apr., 1968",Vol. 36,No. 2,Apr.,1968,,"Review by: 

F. A. Graybill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907504,"A Programme For Growth: Vol. 4, Capital Output and Employment, 1948-1960, and Vol. 5, The Model In Its Environment
     by Richard Stone","Vol. 36, No. 2, Apr., 1968",Vol. 36,No. 2,Apr.,1968,,"Review by: 

J. N. Wolfe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907505,"The Cost of Trucking: Econometric Analysis
     by M. L. Burstein, A. Victor Cabot, John W. Egan, Arthur P. Hunter, Jr., Stanley L. Warner","Vol. 36, No. 2, Apr., 1968",Vol. 36,No. 2,Apr.,1968,,"Review by: 

A. F. Friedlaender",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907506,"Cours d'Automatique Théorique
     by R. Pallu de la Barrière","Vol. 36, No. 2, Apr., 1968",Vol. 36,No. 2,Apr.,1968,,"Review by: 

Karl Shell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907507,"Essays in Economics: Theories and Theorising
     by Wassily Leontief","Vol. 36, No. 2, Apr., 1968",Vol. 36,No. 2,Apr.,1968,,"Review by: 

Joan Robinson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907508,"An Econometric Study of International Trade Flows
     by H. Linnemann","Vol. 36, No. 2, Apr., 1968",Vol. 36,No. 2,Apr.,1968,,"Review by: 

B. Balassa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907509,"Econometric Models and Methods
     by Carl F. Christ","Vol. 36, No. 2, Apr., 1968",Vol. 36,No. 2,Apr.,1968,,"Review by: 

J. Johnston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/1907510,"Liquidity Preferences of Commercial Banks
     by George R. Morrison","Vol. 36, No. 2, Apr., 1968",Vol. 36,No. 2,Apr.,1968,,"Review by: 

Dudley G. Luckett",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
