Source URL,Title,Long Volume,Issue Vol.,Issue No.,Month,Year,Abstract,Full Author,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,scraped
https://www.jstor.org/stable/2118183,An Experimental Investigation of the Patterns of International Trade,"Vol. 85, No. 3, Jun., 1995",Vol. 85,No. 3,Jun.,1995,"This paper studies a laboratory economy with some of the prominent features of an international economic system. The patterns of trade and output predicted by the law of comparative advantage are observed evolving within the experimental markets. Market prices and quantities move in the direction of the competitive equilibrium, but the quantitative predictions of the (risk-neutral) competitive equilibrium are rejected. Considerable amounts of economic activity occur as disequilibria. Factor-price equalization is observed, but there is a universal tendency for factors of production to trade at prices below their marginal products.","Charles N. Noussair, Charles R. Plott and Raymond G. Riezman",Charles N. Noussair,Charles R. Plott,Raymond G. Riezman,,,,,,1
https://www.jstor.org/stable/2118184,Output Dynamics in Real-Business-Cycle Models,"Vol. 85, No. 3, Jun., 1995",Vol. 85,No. 3,Jun.,1995,"The time-series literature reports two stylized facts about output dynamics in the United States: GNP growth is positively autocorrelated, and GNP appears to have an important trend-reverting component. This paper investigates whether current real-business-cycle (RBC) models are consistent with these stylized facts. Many RBC models have weak internal propagation mechanisms and must rely on external sources of dynamics to replicate both facts. Models that incorporate labor adjustment costs are partially successful. They endogenously generate positive autocorrelation in output growth, but they need implausibly large transitory shocks to match the trend-reverting component in output.",Timothy Cogley and James M. Nason,Timothy Cogley,James M. Nason,,,,,,,1
https://www.jstor.org/stable/2118185,Intermediate Goods and Business Cycles: Implications for Productivity and Welfare,"Vol. 85, No. 3, Jun., 1995",Vol. 85,No. 3,Jun.,1995,"This paper presents an aggregate demand-driven model of business cycles that provides a new explanation for the procyclicality of productivity and simultaneously predicts large welfare losses from monetary nonneutrality. The key features of the model are an input-output production structure, imperfect competition, countercyclical markups, and for some results, state-dependent price rigidity. True technical efficiency is procyclical even though production takes place with constant returns, without technology shocks or technological externalities. The paper has observable implications that distinguish it empirically from related work. These implications are generally supported by data from U.S. manufacturing industries.",Susanto Basu,Susanto Basu,,,,,,,,1
https://www.jstor.org/stable/2118186,A Tax-Based Test of the Dividend Signaling Hypothesis,"Vol. 85, No. 3, Jun., 1995",Vol. 85,No. 3,Jun.,1995,"We propose and implement a new test of the dividend signaling hypothesis. Dividend signaling models generally imply that an increase in dividend taxation should increase the share price response per dollar of dividends (or ""bang-for-the-buck""). Many other dividend-preference theories have the opposite implication. An analysis of recent variations in tax policy reveals a strong positive relation between dividend tax rates and the bang-for-the-buck. Additional evidence on the relation between the bang-for-the-buck and other variables that are related to the marginal cost of paying dividends provides further support for dividend signaling.",B. Douglas Bernheim and Adam Wantz,B. Douglas Bernheim,Adam Wantz,,,,,,,1
https://www.jstor.org/stable/2118187,College Scholarship Rules and Private Saving,"Vol. 85, No. 3, Jun., 1995",Vol. 85,No. 3,Jun.,1995,"This paper examines the effect of existing college scholarship rules on the incentive to save. The analysis shows that families that are eligible for college scholarships face ""education tax rates"" on capital income of between 22 percent and 47 percent in addition to regular federal and state income taxes. The empirical analysis developed here, based on the 1986 Survey of Consumer Finances, implies that these high tax rates have a powerful adverse effect on the accumulation of financial assets.",Martin Feldstein,Martin Feldstein,,,,,,,,1
https://www.jstor.org/stable/2118188,Debt and Seniority: An Analysis of the Role of Hard Claims in Constraining Management,"Vol. 85, No. 3, Jun., 1995",Vol. 85,No. 3,Jun.,1995,"We argue that long-term debt has a role in controlling management's ability to finance future investments. Companies with high (widely held) debt will find it hard to raise capital, since new security-holders will have low priority relative to existing creditors; conversely for companies with low debt. We show that there is an optimal debt--equity ratio and mix of senior and junior debt if management undertakes unprofitable as well as profitable investments. We derive conditions under which equity and a single class of senior long-term debt work as well as more complex contracts for controlling investment behavior.",Oliver Hart and John Moore,Oliver Hart,John Moore,,,,,,,1
https://www.jstor.org/stable/2118189,What Do Twins Studies Reveal About the Economic Returns to Education? A Comparison of Australian and U.S. Findings,"Vol. 85, No. 3, Jun., 1995",Vol. 85,No. 3,Jun.,1995,,"Paul Miller, Charles Mulvey and Nick Martin",Paul Miller,Charles Mulvey,Nick Martin,,,,,,1
https://www.jstor.org/stable/2118190,Labor-Market Returns to Two- and Four-Year College,"Vol. 85, No. 3, Jun., 1995",Vol. 85,No. 3,Jun.,1995,,Thomas J. Kane and Cecilia Elena Rouse,Thomas J. Kane,Cecilia Elena Rouse,,,,,,,1
https://www.jstor.org/stable/2118191,National Borders Matter: Canada-U.S. Regional Trade Patterns,"Vol. 85, No. 3, Jun., 1995",Vol. 85,No. 3,Jun.,1995,,John McCallum,John McCallum,,,,,,,,1
https://www.jstor.org/stable/2118192,"Slicing the Federal Government Net Spending Pie: Who Wins, Who Loses, and Why","Vol. 85, No. 3, Jun., 1995",Vol. 85,No. 3,Jun.,1995,,"Cary M. Atlas, Thomas W. Gilligan, Robert J. Hendershott and Mark A. Zupan",Cary M. Atlas,Thomas W. Gilligan,Robert J. Hendershott,Mark A. Zupan,,,,,1
https://www.jstor.org/stable/2118193,The Black Hole of Graft: The Predatory State and the Informal Economy,"Vol. 85, No. 3, Jun., 1995",Vol. 85,No. 3,Jun.,1995,,Douglas Marcouiller and Leslie Young,Douglas Marcouiller,Leslie Young,,,,,,,1
https://www.jstor.org/stable/2118194,Oligopoly and Financial Structure: Comment,"Vol. 85, No. 3, Jun., 1995",Vol. 85,No. 3,Jun.,1995,,Dean M. Showalter,Dean M. Showalter,,,,,,,,1
https://www.jstor.org/stable/2118195,Seniority and Monopsony in the Academic Labor Market: Comment,"Vol. 85, No. 3, Jun., 1995",Vol. 85,No. 3,Jun.,1995,,Kevin F. Hallock,Kevin F. Hallock,,,,,,,,1
https://www.jstor.org/stable/2117880,Editors' Introduction,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,J. David Baldwin and Ronald L. Oaxaca,J. David Baldwin,Ronald L. Oaxaca,,,,,,,0
https://www.jstor.org/stable/2117881,Foreword,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Victor R. Fuchs,Victor R. Fuchs,,,,,,,,0
https://www.jstor.org/stable/2117882,"Economics in Action: Ideas, Institutions, Policies","Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,George P. Shultz,George P. Shultz,,,,,,,,0
https://www.jstor.org/stable/2117883,Hazardous Welfare-State Dynamics,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Assar Lindbeck,Assar Lindbeck,,,,,,,,0
https://www.jstor.org/stable/2117884,The Large Welfare State as a System,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Richard B. Freeman,Richard B. Freeman,,,,,,,,0
https://www.jstor.org/stable/2117885,The Devolution of the Nordic and Teutonic Economies,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,"Mancur Olson, Jr.","Mancur Olson, Jr.",,,,,,,,0
https://www.jstor.org/stable/2117886,The Economics of Health and Health Care: What Have We Learned? What Have I Learned?,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Martin Feldstein,Martin Feldstein,,,,,,,,0
https://www.jstor.org/stable/2117887,The Cost and Financing of Health Care,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,David M. Cutler,David M. Cutler,,,,,,,,0
https://www.jstor.org/stable/2117888,"Uncertainty, Health-Care Technologies, and Health-Care Choices","Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Mark McClellan,Mark McClellan,,,,,,,,0
https://www.jstor.org/stable/2117889,Public Policies and Private Anti-Health Behavior,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Frank J. Chaloupka,Frank J. Chaloupka,,,,,,,,0
https://www.jstor.org/stable/2117890,Carcinogen Regulation: Risk Characteristics and the Synthetic Risk Bias,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,W. Kip Viscusi,W. Kip Viscusi,,,,,,,,0
https://www.jstor.org/stable/2117891,"Wages, Workers' Compensation Benefits, and Drug Use: Indirect Evidence of the Effect of Drugs on Workplace Accidents","Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Robert Kaestner and Michael Grossman,Robert Kaestner,Michael Grossman,,,,,,,0
https://www.jstor.org/stable/2117892,"Risks to Selves, Risks to Others","Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,"Christopher Avery, S. Jody Heymann and Richard Zeckhauser",Christopher Avery,S. Jody Heymann,Richard Zeckhauser,,,,,,0
https://www.jstor.org/stable/2117893,Safety at What Price?,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Walter Y. Oi,Walter Y. Oi,,,,,,,,0
https://www.jstor.org/stable/2117894,Rationalizing Observed Health and Safety Legislation: A Pascalian Approach,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Earl A. Thompson,Earl A. Thompson,,,,,,,,0
https://www.jstor.org/stable/2117895,The Cost of Medical Progress,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Gordon Tullock,Gordon Tullock,,,,,,,,0
https://www.jstor.org/stable/2117896,The Effectiveness of Seat-Belt Legislation in Reducing Injury Rates in Texas,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Peter D. Loeb,Peter D. Loeb,,,,,,,,0
https://www.jstor.org/stable/2117897,The State Antismoking Campaign and the Industry Response: The Effects of Advertising on Cigarette Consumption in California,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,"Teh-Wei Hu, Hai-Yen Sung and Theodore E. Keeler",Teh-Wei Hu,Hai-Yen Sung,Theodore E. Keeler,,,,,,0
https://www.jstor.org/stable/2117898,Information and Advertising: The Case of Fat Consumption in the United States,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Pauline M. Ippolito and Alan D. Mathios,Pauline M. Ippolito,Alan D. Mathios,,,,,,,0
https://www.jstor.org/stable/2117899,Regulating Information About Aspirin and the Prevention of Heart Attack,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Alison Keith,Alison Keith,,,,,,,,0
https://www.jstor.org/stable/2117900,"Information, Marketing, and Pricing in the U.S. Antiulcer Drug Market","Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,"Ernst R. Berndt, Linda Bui, David R. Reiley and Glen L. Urban",Ernst R. Berndt,Linda Bui,David R. Reiley,Glen L. Urban,,,,,0
https://www.jstor.org/stable/2117901,Physician Payments and Infant Mortality: Evidence from Medicaid Fee Policy,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,"Janet Currie, Jonathan Gruber and Michael Fischer",Janet Currie,Jonathan Gruber,Michael Fischer,,,,,,0
https://www.jstor.org/stable/2117902,Significance of Underclass Residence on the Stage of Breast or Cervical Cancer Diagnosis,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Janis Barry Figueroa and Nancy Breen,Janis Barry Figueroa,Nancy Breen,,,,,,,0
https://www.jstor.org/stable/2117903,The Time and Monetary Costs of Outpatient Care for Children,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Jessica Primoff Vistnes and Vivian Hamilton,Jessica Primoff Vistnes,Vivian Hamilton,,,,,,,0
https://www.jstor.org/stable/2117904,Estimating the Moral-Hazard Effect of Supplemental Medical Insurance in the Demand for Prescription Drugs by the Elderly,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,"N. Edward Coulson, Joseph V. Terza, Cheryl A. Neslusan and Bruce C. Stuart",N. Edward Coulson,Joseph V. Terza,Cheryl A. Neslusan,Bruce C. Stuart,,,,,0
https://www.jstor.org/stable/2117905,An Assessment of Health-Care Expenditures Within and Across Racial and Ethnic Groups,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Edith Rasell and Jared Bernstein,Edith Rasell,Jared Bernstein,,,,,,,0
https://www.jstor.org/stable/2117906,Prenatal Care Demand and Birthweight Production of Black Mothers,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Geoffrey L. Warner,Geoffrey L. Warner,,,,,,,,0
https://www.jstor.org/stable/2117907,What Cost Savings Could Be Realized by Shifting Patterns of Use from Hospital Emergency Rooms to Primary Care Sites?,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Shelley I. White-Means and Michael C. Thornton,Shelley I. White-Means,Michael C. Thornton,,,,,,,0
https://www.jstor.org/stable/2117908,Occupational Mobility and Post-1964 Earnings Gains by Black Women,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Augustin Kwasi Fosu,Augustin Kwasi Fosu,,,,,,,,0
https://www.jstor.org/stable/2117909,Nutrition and Health Investment,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Andrew D. Foster,Andrew D. Foster,,,,,,,,0
https://www.jstor.org/stable/2117910,Why Are There Returns to Schooling?,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Mark R. Rosenzweig,Mark R. Rosenzweig,,,,,,,,0
https://www.jstor.org/stable/2117911,Explaining Household Vulnerability to Idiosyncratic Income Shocks,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Anjini Kochar,Anjini Kochar,,,,,,,,0
https://www.jstor.org/stable/2117912,Tax Projections and the Budget: Lessons from the 1980's,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Alan J. Auerbach,Alan J. Auerbach,,,,,,,,0
https://www.jstor.org/stable/2117913,Behavioral Responses to Tax Rates: Evidence from the Tax Reform Act of 1986,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Martin Feldstein,Martin Feldstein,,,,,,,,0
https://www.jstor.org/stable/2117914,Income Creation or Income Shifting? Behavioral Responses to the Tax Reform Act of 1986,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Joel Slemrod,Joel Slemrod,,,,,,,,0
https://www.jstor.org/stable/2117915,"Conversation, Information, and Herd Behavior","Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Robert J. Shiller,Robert J. Shiller,,,,,,,,0
https://www.jstor.org/stable/2117916,Talk is Cheap,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Joseph Farrell,Joseph Farrell,,,,,,,,0
https://www.jstor.org/stable/2117917,One Quarter of GDP is Persuasion,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Donald McCloskey and Arjo Klamer,Donald McCloskey,Arjo Klamer,,,,,,,0
https://www.jstor.org/stable/2117918,Independent Central Banks: Low Inflation at No Cost?,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Alberto Alesina and Roberta Gatti,Alberto Alesina,Roberta Gatti,,,,,,,0
https://www.jstor.org/stable/2117919,Central-Bank Independence Revisited,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Stanley Fischer,Stanley Fischer,,,,,,,,0
https://www.jstor.org/stable/2117920,Two Fallacies Concerning Central-Bank Independence,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Bennett T. McCallum,Bennett T. McCallum,,,,,,,,0
https://www.jstor.org/stable/2117921,Structural Unemployment: Spain versus Portugal,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Olivier Blanchard and Juan F. Jimeno,Olivier Blanchard,Juan F. Jimeno,,,,,,,0
https://www.jstor.org/stable/2117922,Labor-Market Adjustments and the Persistence of Unemployment,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Bruce C. Greenwald and Joseph E. Stiglitz,Bruce C. Greenwald,Joseph E. Stiglitz,,,,,,,0
https://www.jstor.org/stable/2117923,The Structuralist Theory of Employment,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Edmund S. Phelps,Edmund S. Phelps,,,,,,,,0
https://www.jstor.org/stable/2117924,Employment and the 1990-1991 Minimum-Wage Hike,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,"Donald Deere, Kevin M. Murphy and Finis Welch",Donald Deere,Kevin M. Murphy,Finis Welch,,,,,,0
https://www.jstor.org/stable/2117925,Time-Series Minimum-Wage Studies: A Meta-analysis,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,David Card and Alan B. Krueger,David Card,Alan B. Krueger,,,,,,,0
https://www.jstor.org/stable/2117926,Minimum-Wage Effects on School and Work Transitions of Teenagers,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,David Neumark and William Wascher,David Neumark,William Wascher,,,,,,,0
https://www.jstor.org/stable/2117927,A Depressed Labor Market as Explained by Participants,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Truman F. Bewley,Truman F. Bewley,,,,,,,,0
https://www.jstor.org/stable/2117928,"Internal Labor Markets: Too Many Theories, Too Few Facts","Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,George Baker and Bengt Holmstrom,George Baker,Bengt Holmstrom,,,,,,,0
https://www.jstor.org/stable/2117929,A Jobs-Based Analysis of Labor Markets,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Edward P. Lazear,Edward P. Lazear,,,,,,,,0
https://www.jstor.org/stable/2117930,"Family, Work, and Welfare History: Work and Welfare Outcomes","Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Julia Lane and David Stevens,Julia Lane,David Stevens,,,,,,,0
https://www.jstor.org/stable/2117931,The Effectiveness of Child-Care Subsidies in Encouraging the Welfare-to-Work Transition of Low-Income Single Mothers,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Jean Kimmel,Jean Kimmel,,,,,,,,0
https://www.jstor.org/stable/2117932,The Probability of Receiving Benefits at Different Hours of Work,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Susan L. Averett and Julie L. Hotchkiss,Susan L. Averett,Julie L. Hotchkiss,,,,,,,0
https://www.jstor.org/stable/2117933,Buyers and Sellers: Should I Stay or Should I Go?,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,"Kenneth Burdett, Melvyn Coles, Nobuhiro Kiyotaki and Randall Wright",Kenneth Burdett,Melvyn Coles,Nobuhiro Kiyotaki,Randall Wright,,,,,0
https://www.jstor.org/stable/2117934,Valuation Equilibria with Transactions Costs,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Satyajit Chatterjee and Dean Corbae,Satyajit Chatterjee,Dean Corbae,,,,,,,0
https://www.jstor.org/stable/2117935,R&D in a Model of Search and Growth,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,"Derek Laing, Theodore Palivos and Ping Wang",Derek Laing,Theodore Palivos,Ping Wang,,,,,,0
https://www.jstor.org/stable/2117936,Economic Integration and the Location of Firms,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Anthony J. Venables,Anthony J. Venables,,,,,,,,0
https://www.jstor.org/stable/2117937,Uninsurable Shocks and International Income Convergence,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Giuseppe Bertola,Giuseppe Bertola,,,,,,,,0
https://www.jstor.org/stable/2117938,Economic Integration: Conflict versus Cohesion,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Susan M. Collins,Susan M. Collins,,,,,,,,0
https://www.jstor.org/stable/2117939,Resisting Migration: Wage Rigidity and Income Distribution,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Assaf Razin and Efraim Sadka,Assaf Razin,Efraim Sadka,,,,,,,0
https://www.jstor.org/stable/2117940,Is There a Good Case for a New Bretton Woods International Monetary System?,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Michael D. Bordo,Michael D. Bordo,,,,,,,,0
https://www.jstor.org/stable/2117941,The GATT in Historical Perspective,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Douglas A. Irwin,Douglas A. Irwin,,,,,,,,0
https://www.jstor.org/stable/2117942,The World Bank in Historical Perspective,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Michael Gavin and Dani Rodrik,Michael Gavin,Dani Rodrik,,,,,,,0
https://www.jstor.org/stable/2117943,Does Who Teaches Principles of Economics Matter?,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,David N. Laband and Michael J. Piette,David N. Laband,Michael J. Piette,,,,,,,0
https://www.jstor.org/stable/2117944,Reallocating Content Coverage in Principles of Microeconomics to Increase Student Learning,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Phillip Saunders and John R. Powers,Phillip Saunders,John R. Powers,,,,,,,0
https://www.jstor.org/stable/2117945,The Effects of Attendance on Student Learning in Principles of Economics,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Garey C. Durden and Larry V. Ellis,Garey C. Durden,Larry V. Ellis,,,,,,,0
https://www.jstor.org/stable/2117946,Does Pedagogy Vary with Class Size in Introductory Economics?,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,John J. Siegfried and Peter E. Kennedy,John J. Siegfried,Peter E. Kennedy,,,,,,,0
https://www.jstor.org/stable/2117947,Macroeconomics and Discrimination in Teaching,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Elias H. Tuma,Elias H. Tuma,,,,,,,,0
https://www.jstor.org/stable/2117948,The Study of Economics: A Feminist Critique,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Marianne A. Ferber,Marianne A. Ferber,,,,,,,,0
https://www.jstor.org/stable/2117949,"Attracting ""Otherwise Bright Students"" to Economics 101","Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Robin L. Bartlett,Robin L. Bartlett,,,,,,,,0
https://www.jstor.org/stable/2117950,Using Alternative Paradigms to Teach About Race and Gender: A Critical Thinking Approach to Introductory Economics,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Susan Feiner and Bruce Roberts,Susan Feiner,Bruce Roberts,,,,,,,0
https://www.jstor.org/stable/2117951,Michigan's Recent School Finance Reforms: A Preliminary Report,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,"Paul N. Courant, Edward M. Gramlich and Susanna Loeb",Paul N. Courant,Edward M. Gramlich,Susanna Loeb,,,,,,0
https://www.jstor.org/stable/2117952,How to Have a Fiscal Crisis: Lessons from Philadelphia,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Robert P. Inman,Robert P. Inman,,,,,,,,0
https://www.jstor.org/stable/2117953,The Effect of Property-Tax Limits on Wages and Employment in the Local Public Sector,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,James M. Poterba and Kim S. Rueben,James M. Poterba,Kim S. Rueben,,,,,,,0
https://www.jstor.org/stable/2117954,Liquidity Constraints and the Cyclical Behavior of Markups,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Judith A. Chevalier and David S. Scharfstein,Judith A. Chevalier,David S. Scharfstein,,,,,,,0
https://www.jstor.org/stable/2117955,Bankruptcy and Pricing Behavior in U.S. Airline Markets,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Severin Borenstein and Nancy L. Rose,Severin Borenstein,Nancy L. Rose,,,,,,,0
https://www.jstor.org/stable/2117956,Capital Structure and Product-Market Rivalry: How Do We Reconcile Theory and Evidence?,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Dan Kovenock and Gordon Phillips,Dan Kovenock,Gordon Phillips,,,,,,,0
https://www.jstor.org/stable/2117957,Quality-Adjusted Cost Functions for Child-Care Centers,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,H. Naci Mocan,H. Naci Mocan,,,,,,,,0
https://www.jstor.org/stable/2117958,The Dynamics of Domestic Violence,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Helen Tauchen and Ann Dryden Witte,Helen Tauchen,Ann Dryden Witte,,,,,,,0
https://www.jstor.org/stable/2117959,Economic Effects of Quality Regulations in the Day-Care Industry,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Tasneem Chipty,Tasneem Chipty,,,,,,,,0
https://www.jstor.org/stable/2117960,Do Job Rights Govern Employment Patterns in Transition Economies?,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Susan J. Linz,Susan J. Linz,,,,,,,,0
https://www.jstor.org/stable/2117961,Incomplete Contracts and the Governance of Complex Contractual Relationships,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Nabil I. Al-Najjar,Nabil I. Al-Najjar,,,,,,,,0
https://www.jstor.org/stable/2117962,On Strategic Commitment: Contracting versus Investment,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Tai-Yeong Chung,Tai-Yeong Chung,,,,,,,,0
https://www.jstor.org/stable/2117963,Collusive Auditors,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Fahad Khalil and Jacques Lawarrée,Fahad Khalil,Jacques Lawarrée,,,,,,,0
https://www.jstor.org/stable/2117964,Risk Preferences and the Economics of Contracts,"Vol. 85, No. 2, May, 1995",Vol. 85,No. 2,May,1995,,Douglas W. Allen and Dean Lueck,Douglas W. Allen,Dean Lueck,,,,,,,0
https://www.jstor.org/stable/2117993,Rationality and Social Choice,"Vol. 85, No. 1, Mar., 1995",Vol. 85,No. 1,Mar.,1995,,Amartya Sen,Amartya Sen,,,,,,,,1
https://www.jstor.org/stable/2117994,"Incumbent Behavior: Vote-Seeking, Tax-Setting, and Yardstick Competition","Vol. 85, No. 1, Mar., 1995",Vol. 85,No. 1,Mar.,1995,"This paper develops a model of the political economy of tax-setting in a multijurisdictional world, where voters' choices and incumbent behavior are determined simultaneously. Voters are assumed to make comparisons between jurisdictions to overcome political agency problems. This forces incumbents into a (yardstick) competition in which they care about what other incumbents are doing. We provide a theoretical framework and empirical evidence using U.S. state data from 1960 to 1988. The results are encouraging to the view that vote-seeking and tax-setting are tied together through the nexus of yardstick competition.",Timothy Besley and Anne Case,Timothy Besley,Anne Case,,,,,,,1
https://www.jstor.org/stable/2117995,"Altruism, the Samaritan's Dilemma, and Government Transfer Policy","Vol. 85, No. 1, Mar., 1995",Vol. 85,No. 1,Mar.,1995,This paper shows that altruism provides an efficiency rationale for public provision of insurance to the poor. The framework is one in which there are rich altruists and risk-averse poor who face some possibility of loss. The government represents the rich and makes transfers on their behalf. With unconditional transfers the poor may forgo insurance and rely on private charity to bail them out in the event of loss. This reliance on private charity has adverse efficiency effects. These may be avoided if the government makes in-kind transfers of insurance.,Stephen Coate,Stephen Coate,,,,,,,,1
https://www.jstor.org/stable/2117996,On the Evolution of Altruistic Ethical Rules for Siblings,"Vol. 85, No. 1, Mar., 1995",Vol. 85,No. 1,Mar.,1995,"This paper explores the evolutionary foundations of altruism among siblings and extends the biologists' kin-selection theory to a richer class of games between relatives. It shows that a population will resist invasion by dominant mutant genes if individuals maximize a ""semi-Kantian"" utility function in games with their siblings. It is shown that a population that resists invasion by dominant mutants may be invaded by recessive mutants. Conditions are found under which a population resists invasion by dominant and also by recessive mutants.",Theodore C. Bergstrom,Theodore C. Bergstrom,,,,,,,,1
