Source URL,Title,Volume,Issue,Month,Year,Abstract,Authors1,Authors2,Authors3,Authors4,Authors5,Authors6,Authors7
https://doi.org/10.2307/2971739,"Rationality, Nash Equilibrium and Backwards Induction in Perfect-Information Games",Volume 64,Issue 1,January,1997,"We say that a player is certain of an event A if she assigns probability 1 to A. There is common certainty (CC) of A if the event A occurred, each player is certain of A, each player is certain that every other player is certain of A, and so forth. It is shown that in a generic perfect-information game the set of outcomes that are consistent with common certainty of rationality (CCR) at the beginning of the game coincides with the set of outcomes that survive one deletion of weakly dominated strategies and then iterative deletion of strongly dominated strategies. Thus, the backward induction outcome is not the only outcome that is consistent with CCR. In particular, cooperation in Rosenthal's (1981) centipede game, and fighting in Selten's (1978) chainstore game are consistent with CCR at the beginning of the game.",Elchanan Ben-Porath,,,,,,
https://doi.org/10.2307/2971740,Data Markets and the Production of Surveys,Volume 64,Issue 1,January,1997,"The production of data, and the functioning of the market for observations, are universal concerns to all fields of positive economics. Economists, however, have typically placed greater emphasis on systematically analyzing the consumption of data than on considering its production. In the production of data through surveys, an important input market is that of labour, in which a demander trades observations with the supplying sample members. This paper analyses optimal monopsony compensation in such data markets, the important relationship it bears to estimation using the data that are obtained, and the statistical effects of implicit public wage regulations that are present in U.S. markets for observations.",Tomas Philipson,,,,,,
https://doi.org/10.2307/2971741,Increasing Returns in Infinite-Horizon Economies,Volume 64,Issue 1,January,1997,"This paper shows that in a general equilibrium model with an infinite horizon in which production may exhibit increasing returns to scale or non-convexities, marginal cost pricing equilibria exist and are essential, that is, stable with respect to small perturbations of the economy. As in many important models of market imperfections, marginal cost pricing equilibria need not be Pareto optimal in the presence of non-convexities, so the systematic approaches to equilibrium analysis in infinite-dimensional commodity spaces, which rely crucially on the First Welfare Theorem, cannot be used. Instead, this paper introduces Leray-Schauder degree theory, the extension of degree theory to Banach and locally convex spaces, as the natural methodology for showing that equilibria exist and for analyzing qualitative features of equilibria such as local uniqueness or essentiality.",Chris Shannon,,,,,,
https://doi.org/10.2307/2971742,A Competitive Distribution of Auctions,Volume 64,Issue 1,January,1997,"In this paper a competitive distribution of auctions is described for an economy consisting of an infinite number of buyers and sellers, all of whom differ according to their valuation for the single indivisible object being traded. A competitive distribution of auctions is such that no seller can improve his profits by deviating to any alternative direct mechanism. It is shown that the competitive distribution of auctions will have the property that each buyer and seller's best reply is independent of his beliefs about the tastes of other buyers and sellers on the market.",Michael Peters,,,,,,
https://doi.org/10.2307/2971743,Countably Additive Subjective Probabilities,Volume 64,Issue 1,January,1997,"The subjective probabilities implied by Savage's (1954, 1972) Postulates are finitely but not countably additive. The failure of countable additivity leads to two known classes of dominance paradoxes, money pumps and indifference between an act and one that pointwise dominates it. There is a common resolution to these classes of paradoxes and to any others that might arise from failures of countably additivity. It consists of reinterpreting finitely additive probabilities as the “traces” of countably additive probabilities on larger state spaces. The new and larger state spaces preserve the essential decision-theoretic structures of the original spaces.",Maxwell B. Stinchcombe,,,,,,
https://doi.org/10.2307/2971744,A Note on Portfolio Dominance,Volume 64,Issue 1,January,1997,"In the standard portfolio problem, a shift in the distribution of the risky asset is “portfolio-dominated” if it reduces the demand for the risky asset by all risk-averse agents, irrespective of the risk-free rate. We show that the condition obtained by Landsberger and Meilijson (1993), while necessary, is not sufficient for portfolio dominance and we present an exact necessary and sufficient condition.",Christian Gollier,,,,,,
https://doi.org/10.2307/2971707,A Theory of Trickle-Down Growth and Development,Volume 64,Issue 2,April,1997,"This paper develops a model of growth and income inequalities in the presence of imperfect capital markets, and it analyses the trickle-down effect of capital accumulation. Moral hazard with limited wealth constraints on the part of the borrowers is the source of both capital market imperfections and the emergence of persistent income inequalities. Three main conclusions are obtained from this model.",Philippe Aghion,Patrick Bolton,,,,,
https://doi.org/10.2307/2971708,The Dynamics of the Wealth Distribution and the Interest Rate with Credit Rationing,Volume 64,Issue 2,April,1997,"With decreasing returns and first-best credit, the long-run interest rate and aggregate output are uniquely determined, and wealth dispersion among individuals or firms is irrelevant. Introducing credit rationing into the Solow model modifies these conclusions. Multiple stationary interest rates and wealth distributions can exist because higher initial rates can be self-reinforcing through higher credit rationing and lower capital accumulation. The wealth accumulation process is ergodic in every steady state, but wealth mobility is lower with higher steady-state interest rates. Aggregate output is higher in steady states with lower interest rates because credit is better allocated. Short-run interest rate or distribution shocks can be self-sustaining and can have long-run effects on output through the induced dynamics of the wealth distribution and credit rationing.",Thomas Piketty,,,,,,
https://doi.org/10.2307/2971709,Managerial Incentives and Product Market Competition,Volume 64,Issue 2,April,1997,"The paper shows that an increase in competition has two effects on managerial incentives: It increases the probability of liquidation, which has a positive effect on managerial effort, but it also reduces the firm's profits, which may make it less attractive to induce high effort. Thus, the total effect is ambiguous.",Klaus M. Schmidt,,,,,,
https://doi.org/10.2307/2971710,Banking Competition and Market Efficiency,Volume 64,Issue 2,April,1997,"This paper analyses competition among financial intermediaries in a set-up where financial intermediaries economize on duplicated monitoring (Diamond (1984)). We analyse two different games in which both direct trade and indirect trade are available. We show that in general equilibrium outcomes are inefficient, so that Diamond's efficiency result is fragile. Intermediation may increase rather than decrease transaction costs. Disintermediation may also be an equilibrium. We discuss the role played by the nonconvexities of banks' technology and that played by competition for deposits and loans.",Marie-Odile Yanelle,,,,,,
https://doi.org/10.2307/2971711,On the Equivalence of Walrasian and Non-Walrasian Equilibria in Contract Markets: The Case of Complete Contracts,Volume 64,Issue 2,April,1997,"This paper explores two models of an economy in which contracts are exchanged. In the first model contracts are exchanged on a competitive market in which traders expectations concerning conditions that prevail within specific markets adjust until markets “clear” In the second model contract designers compete directly against one another by offering alternate contracts. It is shown that Walrasian allocations correspond with the equilibrium allocations in the model with direct competition when the number of traders is made large. Furthermore, the expectational assumptions that drive the Walrasian analysis coincide with off the equilibrium path conjectures in the problem with direct competition.",Michael Peters,,,,,,
https://doi.org/10.2307/2971712,Waves of Creative Destruction: Firm-Specific Learning-by-Doing and the Dynamics of Innovation,Volume 64,Issue 2,April,1997,"This paper develops a model of repeated innovation with knowledge spillovers. The model's novel feature is that firms compete on two dimensions: (1) product quality, where one firm's innovation ultimately spills over to other firms; and (2) distribution costs, where there are no spillovers across firms and where learning-by-doing on the part of incumbent firms gives them a competitive advantage over would-be entrants. Such firm-specific learning-by-doing has two important consequences: (1) it can in some circumstances dramatically reduce the long-run average level of innovation; (2) it leads to endogeneous bunching, or waves, in innovative activity.",Jeremy C. Stein,,,,,,
https://doi.org/10.2307/2971713,Currency Exchange in a Random Search Model,Volume 64,Issue 2,April,1997,"This paper investigates foreign exchange trading, a phenomenon that typically accompanies international trade. A search-theoretic general equilibrium approach is adopted to study a two-country, two-currency model. For some parameter values of the model, there exist some pure-strategy equilibria in which commodity-currency trade is conducted primarily through local currency and in which there is active currency-currency exchange. The coexistence of valued foreign currency and its local non-acceptability conforms largely with the country-specific cash-in-advance constraint that is often assumed exogenously in international finance literature.",Ruilin Zhou,,,,,,
https://doi.org/10.2307/2971716,"Risk, Financial Markets, and Human Capital in a Developing Country",Volume 64,Issue 3,July,1997,"This paper explores the link between financial market incompleteness and human capital accumulation. We examine how child school attendance responds to seasonal fluctuations in the income of agrarian households using panel data from rural India. To pinpoint market imperfections, we study responses to aggregate and idiosyncratic, as well as to anticipated and unanticipated, income shocks. Our main finding is that seasonal fluctuations in school attendance are a form of self-insurance, but one which does not result in a substantial loss of human capital on average.",Hanan G. Jacoby,Emmanuel Skoufias,,,,,
https://doi.org/10.2307/2971717,Delegation of Monitoring in a Principal-Agent Relationship,Volume 64,Issue 3,July,1997,"This paper studies a principal-agent relationship in which either the principal or a supervisor can monitor the agent's hidden action by the use of identical monitoring technologies. We assume that signals are private information and commitment to monitoring is not possible. We show that delegation of monitoring is profitable. With delegation the principal can better regulate incentives (incentive-effect) and commit to a broader range of wage structures (commitment-effect). We introduce collusion to find an endogenous bound on rewards and show that collusion limits the commitment-effect, but due to the incentive-effect delegation remains profitable.",Roland Strausz,,,,,,
https://doi.org/10.2307/2971718,One-Step Estimators for Over-Identified Generalized Method of Moments Models,Volume 64,Issue 3,July,1997,"In this paper I discuss alternatives to the GMM estimators proposed by Hansen (1982) and others. These estimators are shown to have a number of advantages. First of all, there is no need to estimate in an initial step a weight matrix as required in the conventional estimation procedure. Second, it is straightforward to derive the distribution of the estimator under general misspecification. Third, some of the alternative estimators have appealing information-theoretic interpretations. In particular, one of the estimators is an empirical likelihood estimator with an interpretation as a discrete support maximum likelihood estimator. Fourth, in an empirical example one of the new estimators is shown to perform better than the conventional estimators. Finally, the new estimators make it easier for the researcher to get better approximations to their distributions using saddlepoint approximations. The main cost is computational: the system of equations that has to be solved is of greater dimension than the number of parameters of interest. In practice this may or may not be a problem in particular applications.",Guido W. Imbens,,,,,,
https://doi.org/10.2307/2971719,Statistical Properties of the Two-Stage Least Squares Estimator Under Cointegration,Volume 64,Issue 3,July,1997,"We derive the limiting properties of the two-stage least squares estimator of an equation in a dynamic simultaneous model when variables are nonstationary and cointegrated. The implication on hypothesis testing is also discussed. It is shown that in a structural equation approach what one needs to worry about are the classical issues of identification and estimation, not nonstationarity and cointegration. Conventional formulae for computing the asymptotic covariance of the 2SLS estimator and the Wald-type test statistics remain good approximations despite the fact that variables may be integrated.",Cheng Hsiao,,,,,,
https://doi.org/10.2307/2971720,A Single-Stage Approach to Anscombe and Aumann's Expected Utility,Volume 64,Issue 3,July,1997,"Anscombe and Aumann showed that if one accepts the existence of a physical randomizing device such as a roulette wheel then Savage's derivation of subjective expected utility can be considerably simplified. They, however, invoked compound gambles to define their axioms. We demonstrate that the subjective expected utility derivation can be further simplified and need not invoke compound gambles. Our simplification is obtained by closely following the steps by which probabilities and utilities are elicited.",Rakesh Sarin,Peter Wakker,,,,,
https://doi.org/10.2307/2971721,Adaptive Play in Multiplayer Bargaining Situations,Volume 64,Issue 3,July,1997,"We study the dual issues of allocation and coalition formation in a model of social learning. For a class of economies which can be expressed in terms of a real valued characteristic function, we first show that all self-perpetuating allocations realized from a simple bargaining game must be core allocations although players make simultaneous demands for surplus and only on their own behalf. Following this, we provide a sufficient condition under which the society eventually learns to divide the surplus according to some core allocation, regardless of the initial history.",Murali Agastya,,,,,,
https://doi.org/10.2307/2971722,Individual and Collective Time-Consistency,Volume 64,Issue 3,July,1997,This paper reconsiders the Strotz-Pollak problem of consistent planning and argues that a solution to this problem requires a refinement of subgame-perfectness. Such a refinement is offered through an analysis based on Greenberg's “theory of social situations”. The properties of this refinement are investigated and illustrated. A unifying framework is presented whereby consistent one-person planning as a problem of individual time-consistency and renegotiation-proofness as a problem of collective time-consistency are captured through the same general concept.,Geir B. Asheim,,,,,,
https://doi.org/10.2307/2971723,Training and Innovation in an Imperfect Labour Market,Volume 64,Issue 3,July,1997,"This paper shows that in a frictional labour market part of the productivity gains from general training will be captured by future employers. As a result, investments in general skills will be suboptimally low, and contrary to the standard theory, part of the costs may be borne by the employers. The paper also demonstrates that the interaction between innovation and training leads to an amplification of this inefficiency and to a multiplicity of equilibria. Workers are more willing to invest in their skills by accepting lower wages today if they expect more firms to innovate and pay them higher wages in the future. Similarly, firms are more willing to innovate when they expect the quality of the future workforce to be higher, thus when workers invest more in their skills.",Daron Acemoglu,,,,,,
https://doi.org/10.2307/2971724,The Welfare Cost of Nominal Wage Contracting,Volume 64,Issue 3,July,1997,"We use a dynamic general equilibrium model to obtain quantitative estimates of the welfare cost of nominal wage contracting. We find that the welfare cost of such contracts can vary quite a lot depending on the degree of indexation, the size and persistence of monetary shocks and the contract length. The size and persistence of technology shocks do not affect the welfare cost significantly. The elasticity of labour supply is important for the welfare cost. If the labour supply elasticity is small the welfare cost of nominal wage contracts can be substantial.",Jang-Ok Cho,Thomas F. Cooley,Louis Phaneuf,,,,
https://doi.org/10.2307/2971729,Making The Most Out Of Programme Evaluations and Social Experiments: Accounting For Heterogeneity in Programme Impacts,Volume 64,Issue 4,October,1997,"The conventional approach to social programme evaluation focuses on estimating mean impacts of programmes. Yet many interesting questions regarding the political economy of programmes, the distribution of programme benefits and the option values conferred on programme participants require knowledge of the distribution of impacts, or features of it. This paper presents evidence that heterogeneity in response to programmes is empirically important and that classical probability inequalities are not very informative in producing estimates or bounds on the distribution of programme impacts. We explore two methods for supplementing the information in these inequalities based on assumptions about participant decision-making processes and about the strength in dependence between outcomes in the participation and non-participation states. Dependence is produced as a consequence of rational choice by participants. We test for stochastic rationality among programme participants and present and implement methods for estimating the option values of social programmes.",James J. Heckman,Jeffrey Smith,Nancy Clements,,,,
https://doi.org/10.2307/2971730,The Mixing Problem in Programme Evaluation,Volume 64,Issue 4,October,1997,"A common concern of evaluation studies is to learn the distribution of outcomes when a specified treatment policy, or assignment rule, determines the treatment received by each member of a specified population. Recent studies have emphasized evaluation of policies providing the same treatment to all members of the population. In particular, experiments with randomized treatments have this objective. Social programmes mandating homogeneous treatment of the population are of interest, but so are ones in which treatment varies across the population. This paper examines the use of empirical evidence on programmes with homogeneous treatments to infer the outcomes that would occur if treatment were to vary across the population. Experimental evidence from the Perry Pre-school Project is used to illustrate the inferential problem and the main findings of the analysis.",Charles F. Manski,,,,,,
https://doi.org/10.2307/2971731,Estimating Outcome Distributions for Compliers in Instrumental Variables Models,Volume 64,Issue 4,October,1997,"In Imbens and Ingrist (1994), Angrist, Imbens and Rubin (1996) and Imbens and Rubin (1997), assumptions have been outlined under which instrumental variables estimands can be given a causal interpretation as a local average treatment effect without requiring functional form or constant treatment effect assumptions. We extend these results by showing that under these assumptions one can estimate more from the data than the average causal effect for the subpopulation of compliers; one can, in principle, estimate the entire marginal distribution of the outcome under different treatments for this subpopulation. These distributions might be useful for a policy maker who wishes to take into account not only differences in average of earnings when contemplating the merits of one job training programme vs. another. We also show that the standard instrumental variables estimator implicitly estimates these underlying outcome distributions without imposing the required nonnegativity on these implicit density estimates, and that imposing non-negativity can substantially alter the estimates of the local average treatment effect. We illustrate these points by presenting an analysis of the returns to a high school education using quarter of birth as an instrument. We show that the standard instrumental variables estimates implicitly estimate the outcome distributions to be negative over a substantial range, and that the estimates of the local average treatment effect change considerably when we impose nonnegativity in any of a variety of ways.",Guido W. Imbens,Donald B. Rubin,,,,,
https://doi.org/10.2307/2971732,Bounding Causal Effects Using Data from a Contaminated Natural Experiment: Analysing the Effects of Teenage Childbearing,Volume 64,Issue 4,October,1997,"In this paper, we consider what can be learned about causal effects when one uses a contaminated instrumental variable. In particular, we consider what inferences can be made about the causal effect of teenage childbearing on a teen mother's subsequent outcomes when we use the natural experiment of miscarriages to form an instrumental variable for teen births. Miscarriages might not meet all of the conditions required for an instrumental variable to identify such causal effects for all of the observations in our sample. However, it is an appropriate instrumental variable for some women, namely those pregnant women who experience a random miscarriage. Although information from typical data sources does not allow one to identify these women, we show that one can adapt results from Horowitz and Manski (1995) on identification with data from contaminated samples to construct informative bounds on the causal effect of teenage childbearing. We use these bounds to re-examine the effects of early chilbearing on the teen mother's subsequent educational and labour market attainment as considered in Hotz, McElroy and Sanders (1995a, 1995b). Consistent with their study, these bounds indicate that women who have births as teens have higher labour market earnings and hours worked compared to what they would have attained if their childbearing had been delayed.",V. Joseph Hotz,Charles H. Mullin,Seth G. Sanders,,,,
https://doi.org/10.2307/2971733,Matching As An Econometric Evaluation Estimator: Evidence from Evaluating a Job Training Programme,Volume 64,Issue 4,October,1997,"This paper considers whether it is possible to devise a nonexperimental procedure for evaluating a prototypical job training programme. Using rich nonexperimental data, we examine the performance of a two-stage evaluation methodology that (a) estimates the probability that a person participates in a programme and (b) uses the estimated probability in extensions of the classical method of matching. We decompose the conventional measure of programme evaluation bias into several components and find that bias due to selection on unobservables, commonly called selection bias in econometrics, is empirically less important than other components, although it is still a sizeable fraction of the estimated programme impact. Matching methods applied to comparison groups located in the same labour markets as participants and administered the same questionnaire eliminate much of the bias as conventionally measured, but the remaining bias is a considerable fraction of experimentally-determined programme impact estimates. We test and reject the identifying assumptions that justify the classical method of matching. We present a nonparametric conditional difference-in-differences extension of the method of matching that is consistent with the classical index-sufficient sample selection model and is not rejected by our tests of identifying assumptions. This estimator is effective in eliminating bias, especially when it is due to temporally-invariant omitted variables.",James J. Heckman,Hidehiko Ichimura,Petra E. Todd,,,,
https://doi.org/10.2307/2971734,The Impact of Being Offered and Receiving Classroom Training on the Employment Histories of Disadvantaged Women: Evidence from Experimental Data,Volume 64,Issue 4,October,1997,"We address two questions using experimental data on disadvantaged women. First, what is the impact of being offered JTPA classroom training on the duration of unemployment and employment? Second, what is the effect of actually participating in this training on the length of such spells? Belonging to the treatment group shortens unemployment spells but has no effect on employment spells. Actually participating in training has a larger positive effect on the exit rate from unemployment than the effect of simply being a member of the treatment group. Ignoring the endogeneity of actual training in estimation substantially underestimates its effect.",Curtis Eberwein,John C. Ham,Robert J. Lalonde,,,,
https://doi.org/10.2307/2971735,Evaluating the Impact of French Employment Policies on Individual Labour Market Histories,Volume 64,Issue 4,October,1997,"This paper deals with the evaluation of some public employment policies set up in France during the 1980's to improve the labour market prospects of unskilled young workers. The evaluation implemented in this paper is restricted to the impact of such public measures on durations and outcomes of subsequent spells of unemployment and employment. The econometric study is conducted with non-experimental longitudinal microdata recording individual labour market histories. A particular attention is paid to the differential effects of various types of measures, according to the educational level of recipients. Programmes involving a higher level of on-the-job training, such as alternating work/training programmes in private firms, are principally beneficial to the less educated young workers. In contrast, for more educated young workers, “work fare” programmes in the public sector decrease the intensity of transition from the subsequent unemployment spell to regular jobs; for that subgroup, “work fare” programmes may act as a signal of low employment performance.",Liliane Bonnal,Denis Fougère,Anne Sérandon,,,,
https://doi.org/10.1111/1467-937X.00033,Standard Auctions with Financially Constrained Bidders,Volume 65,Issue 1,January,1998,"We develop a methodology for analyzing the revenue and efficiency performance of auctions when buyers have private information about their willingness to pay and ability to pay. We then apply the framework to scenarios involving standard auction mechanisms. In the simplest case, where bidders face absolute spending limits, first-price auctions yield higher expected revenue and social surplus than second-price auctions. The revenue dominance of first-price auctions over second-price auctions carries over to the case where bidders have access to credit. These rankings are explained by differences in the extent to which financial constraints bind in different auction formats.",Yeon-Koo Che,Ian Gale,,,,,
https://doi.org/10.1111/1467-937X.00034,Economic Dynamics with Learning: New Stability Results,Volume 65,Issue 1,January,1998,"Drawing upon recent contributions in the statistical literature, we present new results on the convergence of recursive, stochastic algorithms which can be applied to economic models with learning and which generalize previous results. The formal results provide probability bounds for convergence which can be used to describe the local stability under learning of rational expectations equilibria in stochastic models. Economic examples include local stability in a multivariate linear model with multiple equilibria and global convergence in a model with a unique equilibrium.",George W. Evans,Seppo Honkapohja,,,,,
https://doi.org/10.1111/1467-937X.00035,The Effect of Work Experience on Female Wages and Labour Supply,Volume 65,Issue 1,January,1998,"This paper develops and implements a semiparametric estimator for investigating, with panel data, the importance of human capital and time nonseparable preferences to females when aggregate shocks are present. It provides a set of conditions for making statistical inferences about agents' expectations of their correlated future choices, from a short panel. Under the assumption that observed allocations are Pareto optimal, a dynamic model of female labour supply and participation is estimated, in which experience on the job raises future wages, and time spent off the job in the past directly affects current utility (or, indirectly through productivity in the nonmarket sector).",Sumru Altuğ,Robert A. Miller,,,,,
https://doi.org/10.1111/1467-937X.00036,Optimal Pricing with Costly Adjustment: Evidence from Retail-Grocery Prices,Volume 65,Issue 1,January,1998,"In many theoretical models, it is assumed that there are costs associated with adjusting prices. In this paper, the existence, type, and magnitude of such costs are investigated empirically. A discrete-choice dynamic-programming model that nests fixed and variable costs is developed, and econometric estimates of the adjustment-cost function are obtained. The data used to implement the model consist of weekly retail prices and sales of three brands of saltine crackers sold by four chains of grocery stores in a small U.S. town. The study has several distinguishing characteristics. First, the data are highly disaggregate (at the level of brand and store). Second, variables are sampled at weekly intervals. Third, the model nests fixed- and variable-adjustment costs and can therefore determine their relative importance. Finally, the discrete-choice model is both structural and dynamic.",Margaret E. Slade,G.R.E.Q.A.M.,,,,,
https://doi.org/10.1111/1467-937X.00037,Measurement Error with Accounting Constraints: Point and Interval Estimation for Latent Data with an Application to U.K. Gross Domestic Product,Volume 65,Issue 1,January,1998,"An econometric methodology is proposed for reconciling inaccurate measures of latent data which are subject to accounting constraints. The method deals with the case in which the measurement errors are serially correlated, generalizing previous contributions. A class of efficient estimators are derived for the latent data. Consistent estimators for the weight matrices applied to the observed information based on a linear regression procedure are obtained together with confidence interval estimators for these weight matrices. Approximate confidence intervals are suggested for the latent data themselves together with specification tests for the assumptions underlying the procedure. An application of the proposed method is made to U.K. Gross Domestic Product in constant prices for 1958Q1–1989Q4.",Richard J. Smith,Martin R. Weale,Steven E. Satchell,,,,
https://doi.org/10.1111/1467-937X.00038,Informational Constraints and the Overlapping Generations Model: Folk and Anti-Folk Theorems,Volume 65,Issue 1,January,1998,"This paper analyses the sustainability of inter-generational transfers in Samuelson's consumption-loan model when agents are imperfectly informed about past events. We find that with mild informational constraints, transfers cannot be supported by pure-strategy equilibria. Mixed strategies allow transfers to be sustained even if agents have little information, so that a version of the Folk theorem holds. However, these equilibria are not robust. If each agent's utility function is subjected to a small random perturbation as in Harsanyi (1973), these mixed strategy equilibria unravel, and only the zero-transfer allocation survives as the unique rationalizable outcome. This result is an example of mixed strategy equilibrium of an extensive form game which cannot be purified.",V. Bhaskar,,,,,,
https://doi.org/10.1111/1467-937X.00039,Innovation and Bureaucracy Under Soft and Hard Budget Constraints,Volume 65,Issue 1,January,1998,"Because of the inherent uncertainty, promotion of innovation critically depends on screening mechanisms to select projects. This paper studies the relationship between bureaucracy and financial constraints as two such mechanisms. The lack of commitment to hard financial constraints interferes with its ex post screening capability; ex ante bureaucratic screening is optimally chosen as a substitute. However, bureaucracy makes mistakes by rejecting promising projects and delays innovation, and the efficiency loss due to soft financial constraints increases as prior knowledge becomes worse and as research stage investment requirements become lower. In a centralized economy, bureaucracy may reduce the number of parallel projects, particularly for projects with higher uncertainties and less research stage requirements. This theory fits much of the evidence and in particular it explains why the computer industry, but not the nuclear or aerospace industries, has fared so poorly in centralized economies.",Yingyi Qian,Chenggang Xu,,,,,
https://doi.org/10.1111/1467-937X.00040,A General Characterization of Optimal Income Tax Enforcement,Volume 65,Issue 1,January,1998,"This paper develops a general approach to characterizing optimal income tax and enforcement schemes. Our analysis clarifies the nature of the interplay between tax rates, audit probabilities and penalties for misreporting. In particular, it is shown that for a variety of objective functions for the principal the optimal tax schedule is in general concave (at least weakly) and monotonic; the marginal tax rates determine the audit probabilities; and less harsh penalties lead to higher enforcement costs. Our results imply that there exists a tradeoff between equity and efficiency considerations in the enforcement context which is similar to that in the moral hazard context for tax policy.",Parkash Chander,Louis L. Wilde,,,,,
https://doi.org/10.1111/1467-937X.00041,Strategic Jump Bidding in English Auctions,Volume 65,Issue 2,April,1998,"This paper solves for equilibria of sequential bid (or English) auctions with affiliated values when jump bidding strategies may be employed to intimidate one's opponents. In these equilibria, jump bids serve as correlating devices which select asymmetric bidding functions to be played subsequently. Each possibility of jump bidding provides a Pareto improvement for the bidders from the symmetric equilibrium of a sealed bid, second-price auction. The expanded set of equilibria can approximate either first- or second-price outcomes and produce exactly the set of expected prices between those two bounds. These results contrast with standard conclusions that equate English and second-price auctions.",Christopher Avery,,,,,,
https://doi.org/10.1111/1467-937X.00042,Self-Defeating Regional Concentration,Volume 65,Issue 2,April,1998,"Most policy debates on regional policies implicitly assume that there is too much concentration. In our two-region model of migration, desirable concentration fails to occur under some conditions, and undesirable concentration occurs in others. In the latter case, even though the individuals collectively prefer to be distributed evenly across the two regions, they end up concentrating into one region in their pursuit of a better life. Hence, the freedom to move can be self-defeating. We characterize the conditions for such self-defeating concentration to occur. The coordination failures between the entry decision of service firms and the migration decision of individuals are caused by the incompleteness of markets due to the endogeneity of the range of services available, which deprive the agents of the opportunity to signal demand and supply for potential services. The argument does not rely on price distortions, the nonconvexities implied by increasing returns and nontradedness, congestion externalities, nor myopia in migration decisions.",Kiminori Matsuyama,Takaaki Takahashi,,,,,
https://doi.org/10.1111/1467-937X.00043,Strategic Bargaining and Competitive Bidding in a Dynamic Market Equilibrium,Volume 65,Issue 2,April,1998,"This paper extends the bargaining and matching literature, such as Rubinstein and Wolinsky (1985), by considering a new matching process. We assume that a central information agency exists, such as real estate agencies in the housing market and employment agencies (or newspapers) in the labour market, which puts traders into direct contact with each other. With heterogeneity of trader preferences, equilibrium trade is characterized by existing traders on each side of the market trying to match with the flow of new traders on the other side (since existing traders have already sampled and rejected each other). Two procedures of trade co-exist, namely a strategic bilateral bargaining process and a competitive bidding process, depending on the number of potential matches a new trader obtains. We characterize the unique symmetric Markov perfect equilibrium to this stochastic trading game.",Melvyn G. Coles,Abhinay Muthoo,,,,,
https://doi.org/10.1111/1467-937X.00044,Matching As An Econometric Evaluation Estimator,Volume 65,Issue 2,April,1998,"This paper develops the method of matching as an econometric evaluation estimator. A rigorous distribution theory for kernel-based matching is presented. The method of matching is extended to more general conditions than the ones assumed in the statistical literature on the topic. We focus on the method of propensity score matching and show that it is not necessarily better, in the sense of reducing the variance of the resulting estimator, to use the propensity score method even if propensity score is known. We extend the statistical literature on the propensity score by considering the case when it is estimated both parametrically and nonparametrically. We examine the benefits of separability and exclusion restrictions in improving the efficiency of the estimator. Our methods also apply to the econometric selection bias estimator.",James J. Heckman,Hidehiko Ichimura,Petra Todd,,,,
https://doi.org/10.1111/1467-937X.00045,Bargaining over a Menu of Wage Contracts,Volume 65,Issue 2,April,1998,"We investigate an infinite horizon bargaining problem in which a firm and a worker bargain over two dimensions, quality and wage. The worker has private information about his type. Only the uninformed firm makes an offer and it can offer a menu of quality-wage contracts instead of single one. We show that for all discount factors, the unique sequential equilibrium outcome is separating without delay; the firm separates the types of worker with a menu of contracts in the first period. Our result shows that in multi-dimensional bargaining, the “Coase Conjecture” holds in the sense that the game ends in the first period. But it fails in the sense that the uninformed party can preserve the entire bargaining power.",Gyu Ho Wang,,,,,,
https://doi.org/10.1111/1467-937X.00046,Asset Prices and Trading Volume in a Beauty Contest,Volume 65,Issue 2,April,1998,"Speculators buy an asset hoping to sell it later to investors with higher private valuations. If agents are uncertain about the distribution of private valuations and about the beliefs of others about this distribution, a beauty contest with an infinite hierarchy of beliefs arises. Under Harsanyi's assumption of a common prior the infinite beliefs hierarchy is readily solved using Bayes' law. This paper shows that common knowledge of the “beliefs formation rule,” mapping the private valuation of each agent into his first-order belief, also simplifies the beliefs hierarchy while allowing for disagreement among agents. We analyse the resulting speculation in a stylized asset market. Several statistics, computed only from readily observable quote, return and volume data, are evaluated in terms of their power to discriminate between genuine disagreement and the Harsanyian case. Only statistics that relate volume and volatility, or volume and changes in best offers, have the necessary discriminatory power.",Bruno Biais,Peter Bossaerts,,,,,
https://doi.org/10.1111/1467-937X.00047,"Stochastic Dominance, Pareto Optimality, and Equilibrium Asset Pricing",Volume 65,Issue 2,April,1998,"This paper introduces the concept of a factor subspace in competitive equilibrium asset pricing. A factor subspace contains the market portfolio and is such that every marketed contingent claim is second-order stochastically dominated by a claim from the factor subspace. Conditions are given for the existence of equilibrium, and it is shown how APT and CAPM can be interpreted in the framework of the paper. If sufficiently many call options on the market portfolio are traded, then the space spanned by these options can be used as the factor subspace.",Chongmin Kim,,,,,,
https://doi.org/10.1111/1467-937X.00050,Stochastic Volatility: Likelihood Inference and Comparison with ARCH Models,Volume 65,Issue 3,July,1998,"In this paper, Markov chain Monte Carlo sampling methods are exploited to provide a unified, practical likelihood-based framework for the analysis of stochastic volatility models. A highly effective method is developed that samples all the unobserved volatilities at once using an approximating offset mixture model, followed by an importance reweighting procedure. This approach is compared with several alternative methods using real data. The paper also develops simulation-based methods for filtering, likelihood evaluation and model failure diagnostics. The issue of model choice using non-nested likelihood ratios and Bayes factors is also investigated. These methods are used to compare the fit of stochastic volatility and GARCH models. All the procedures are illustrated in detail.",Sangjoon Kim,Neil Shephard,Siddhartha Chib,,,,
