Source URL,Title,Issue Vol.,Issue No.,Month,Year,Abstract,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,img
https://www.journals.uchicago.edu/doi/10.1086/260601,The Variability of Expectations in Hyperinflations,85,4,Aug.,1977,A problem in the use of adaptive expectations as a mechanism for generating expectations of inflation is the assumption that the speed with which individuals revise their expectations is constant. The purpose of this paper is to estimate the Cagan model of the demand for money for six hyperinflation countries allowing the coefficient of expectations (which measures the response to the error between the actual and the expected rate of inflation) to vary with the level and the change in the rate of inflation. The results indicate considerable support for this particular hypothesis.,Mohsin S. Khan,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260602,On the Structure and Stability of Political Markets,85,4,Aug.,1977,"This paper considers an organizational aspect of the market in which votes are exchanged for public-policy outcomes. Specifically, the effect on the stability and behavior of politicians of assigning the demanders of political products (i.e., voters) to geographic areas is addressed. Implications concerning the locational division of the ""buyers"" of political outcomes for collusive efforts by existing officeholders to restrict entry are drawn and tested empirically. The results indicate in effect that the institutional structure of political markets is an important aspect of the degree of rivalry among existing politicians and hence the extent of entry by nonincumbent candidates.",W. Mark Crain,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260603,On Uncertain Lifetimes,85,4,Aug.,1977,"This paper contrasts consumer choice under uncertain lifetimes with the behavior that would arise if each individual's lifetime were announced at birth. In a model that includes life insurance and excludes investments in human capital, the expected utility under uncertain lifetimes exceeds that under known lifetimes when the latter expectation is based on preannouncement survival probabilities. This conclusion emerges, first, because the model without human capital contains no planning benefits from knowledge of the horizon and, second, because the prior announcement of lifetimes forces risk-averse consumers to undertake an extra gamble that they could otherwise avoid by using life insurance.",Robert J. Barro,James W. Friedman,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260604,Consumer Horizon: Further Evidence,85,4,Aug.,1977,"This paper provides new evidence on consumer subjective discount rate and the consumer horizon. Deriving the subjective interest rate for the United States, directly from total private wealth, the findings support Friedman's contention of a 3-year average horizon. Using the varying parameter method of estimation, a time series of factor of proportionality has been constructed and its behavior analyzed over the sample period 1929-69. Finally, the correlation between the permanent elements, permanent and transitory elements, and the transitory elements is verified. The results overwhelmingly support Friedman.",Khan A. Mohabbat,Evangelos O. Simos,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260605,Equilibrium in Stable Markets,85,4,Aug.,1977,"E. Fama (1971) has shown that the classical, two-period, two-parameter capital asset pricing model can be generalized to the case of symmetric stable distributions. Fama develops his results using a one-factor (""market-model"") distribution of returns. The present research shows that the same equilibrium results hold for all stable distributions of returns which allow for a concave and differentiable objective function; there is no need to assume symmetry or any other restrictions on the return structure. Furthermore, derivations are straightforward in that they rely only on elementary properties of homogeneous functions.",James A. Ohlson,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260606,On the Shadow Pricing of Traded Commodities,85,4,Aug.,1977,"This paper extends the case for shadow pricing traded commodities at their relative international prices in benefit-cost analysis. This result is shown to hold (a) when there are nontraded commodities whose (possibly distorted) prices are indirectly affected by public production of traded commodities, and (b) when there is a government budgetary constraint. Contrary to arguments found in the literature, neither of these cases in itself provides an argument for shadow pricing traded commodities at values other than their relative international prices.",Peter G. Warr,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260607,An Example of a Trading Economy with Three Competitive Equilibria,85,4,Aug.,1977,,L. S. Shapley,M. Shubik,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260609,"Jagdish N. Bhagwati and T. N. Srinivasan, Foreign Trade Regimes and Economic Development: India",85,4,Aug.,1977,,Koilpillai J. Charles,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260610,"Willard W. Cochrane and Mary E. Ryan, American Farm Policy, 1948-1973",85,4,Aug.,1977,,Don Paarlberg,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260611,"Kenneth W. Dam, Oil Resources: Who Gets What How?",85,4,Aug.,1977,,Colin Robinson,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260612,"John F. Kain and John M. Quigley, Housing Markets and Racial Discrimination",85,4,Aug.,1977,,Hugh O. Nourse,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260613,"William G. Tyler, Manufactured Export Expansion and Industrialization in Brazil",85,4,Aug.,1977,,José L. Carvalho,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260579,Nobel Lecture: Inflation and Unemployment,85,3,Jun.,1977,"In the past several decades, professional views on the relation between inflation and unemployment have gone through two stages and are now entering a third. The first was the acceptance of a stable trade-off (a stable Phillips curve). The second was the introduction of inflation expectations, as a variable shifting the short-run Phillips curve, and of the natural rate of unemployment, as determining the location of a vertical long-run Phillips curve. The third is occasioned by the empirical phenomenon of an apparent positive relation between inflation and unemployment. The paper explores the possibility that this relation may be more than coincidental.",Milton Friedman,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260580,Rules Rather than Discretion: The Inconsistency of Optimal Plans,85,3,Jun.,1977,"Even if there is an agreed-upon, fixed social objective function and policymakers know the timing and magnitude of the effects of their actions, discretionary policy, namely, the selection of that decision which is best, given the current situation and a correct evaluation of the end-of-period position, does not result in the social objective function being maximized. The reason for this apparent paradox is that economic planning is not a game against nature but, rather, a game against rational economic agents. We conclude that there is no way control theory can be made applicable to economic planning when expectations are rational.",Finn E. Kydland,Edward C. Prescott,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260581,"Minimum Rate Regulation, Modal Split Sensitivities, and the Railroad Problem",85,3,Jun.,1977,"Contrary to popular opinion, the diversion of traffic from railroads to motor carriers has not been the result of minimum rate regulation. The idea that there is a large amount of misallocated traffic is based on the widespread but faulty method of analyzing intermodal competition by means of a simple cost comparison. The paper uses modal split analysis to show that the welfare gain accompanying minimum rate regulation will be modest. The welfare effects of transport controls other than minimum rate regulations are likely to be far more serious.",Kenneth D. Boyer,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260582,The Social Cost of Public Finance,85,3,Jun.,1977,"This paper examines the implications for fiscal policy of systematic differences between (social) rates of return on private investment and savings. We show that the social discount rate lies between these divergent rates of return, that the controversy between this result and Marglin's stems entirely from different treatments of depreciation, and that reinvestment of net project output has negligible quantitative effects on the social discount rate. Then, within a macroeconomic framework, we derive the stringent conditions for a unique discount rate and demonstrate that, as public-sector consumption must also be charged a shadow price, the social value of a global change in output induced by countercyclical fiscal policy must exceed its (nonzero) social cost. Finally, we examine the Little-Mirrlees concept of the social cost of labor and find it unacceptable.",Larry A. Sjaastad,Daniel L. Wisecarver,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260583,Regional Product Price Differences and the Sectoral Distribution of Labor in Less Developed Countries,85,3,Jun.,1977,"A model is presented in which open unemployment exists as a result of adverse terms of trade in rural areas, combined with a binding urban wage floor. In contrast to previous investigations involving sector-specific wage rigidity, the present analysis considers a third sector, transport, in addition to farming and manufacturing and deals with transport-infrastructure investments as policy instruments affecting employment. The three-sector model predicts that extensive unutilized land will be present despite high urban unemployment rates, a common phenomenon in sub-Saharan Africa. The model is tested empirically using primary data from the 1970 agricultural census of Zaire.",James L. McCabe,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260584,Education: Consumption or Production?,85,3,Jun.,1977,"This paper attempts to determine whether the relationship between education and income results because schooling allows individuals to earn higher income or because higher income individuals purchase more of all normal goods, including schooling. Education is treated as a joint product, producing potential wage gains and utility simultaneously. The framework permits estimation of the rental price of a unit of education, net of consumption effects. The major finding is that education does causally produce income. By moving from 0 years of schooling to 12 years, the mean individual approximately triples his wealth. More surprising is that education is a bad."" Individuals stop short of acquiring the wealth-maximizing level of education because of the disutility associated with school attendance.",Edward Lazear,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260585,Consumer Interdependence via Reference Groups,85,3,Jun.,1977,"In solving choice problems under bounded rationality, one relies on ""heuristics"" provided by social interdependence. Such ""heuristics"" consist in taking a particular social group as a reference group and in emulating its life-style by acquiring an associated cluster of complementary wants. A preference map generated by this reference-group-taking behavior exhibits smooth indifference curves which are convex to the origin with a ""relevant range"" over which the marginal rate of substitution is positive and diminishing. However, its implications on consumer choice and welfare economics are significantly different from those of traditional theory.",Hiroaki Hayakawa,Yiannis Venieris,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260586,A Model of Exchange Rate Determination under Currency Substitution and Rational Expectations,85,3,Jun.,1977,"This paper analyzes a two-sector model of exchange rate determination for a mall open economy with flexible prices. Residents are assumed to hold both domestic and foreign currency and to have rational expectations. The model satisfies the homogeneity postulate but it is shown that an increase in the rate of expansions of money supply leads to an instantaneous deterioration of the real exchange rate. In the long run, however, the latter moves back to its previous level.",Guillermo A. Calvo,Carlos Alfredo Rodriguez,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260587,Price-Level Stickiness and the Feasibility of Monetary Stabilization Policy with Rational Expectations,85,3,Jun.,1977,"This paper considers the validity of the Lucas-Sargent Proposition, which concerns the ineffectiveness of countercyclical monetary policy when expectations are rational, under the assumption that prices are ""sticky."" The model of Sargent and Wallace is modified so as to incorporate stickiness as follows: in each period the price adjusts to the market-clearing value only if the latter is far from the expected value (i.e., when the cost of maintaining an inappropriate price exceeds the lump-sum cost of a revision). Otherwise the price equals the value previously expected. Given this modification, the proposition remains valid.",Bennett T. McCallum,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260588,"Taxation and ""Abnormal"" International Capital Flows",85,3,Jun.,1977,"If the choice of domestic versus foreign money and capital market instruments was on the basis of covered yields, funds would universally flow in one direction, from the smallest incentive, to the instruments of highest yields. This paper shows the consequences of different rates of taxation on interest and on exchange gains, the two components of foreign yields. By reference to the U.S.-Canadian situation it is shown how we might observe taxpayers in both countries simultaneously buying securities of the other, or simultaneously buying their own domestic securities. It is also shown how we might find taxpayers of both countries buying the securities with the lower pretax yields.",Maurice D. Levi,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260589,The Deeper Economics of Sleeping: Important Clues toward the Discovery of Activity X,85,3,Jun.,1977,,Emily P. Hoffman,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260590,"David P. Calleo, Money and the Coming World Order",85,3,Jun.,1977,,Benjamin J. Cohen,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260591,"Richard E. Caves and Masu Uekusa, Industrial Organization in Japan",85,3,Jun.,1977,,M. Bronfenbrenner,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260592,"Alan W. Evans, The Economics of Residential Location",85,3,Jun.,1977,,Richard E. Schuler,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260593,"Zuhayr Mikdashi, The International Politics of Natural Resources",85,3,Jun.,1977,,Arturo C. Porzecanski,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260594,"Erich Schneider,                Joseph A. Schumpeter: Leben und Werk eines Grossen Sozialökonomen (Life and Work of a Great Social Scientist)             ",85,3,Jun.,1977,,Gottfried Haberler,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260561,A Political Model of the Business Cycle,85,2,Apr.,1977,"Under the hypothesis of a myopic electorate, vote-loss-minimizing behavior by the party in power subject to a dynamic inflation-unemployment relation is shown to generate a stable electoral policy cycle. The pattern of unemployment and inflation in the United States during the four presidential election periods from 1957 through 1972 is then examined for evidence of whether or not the administration believes the electorate is myopic. The conclusion is that the myopic hypothesis does a superior job of explaining aggregate demand policy, as reflected by the unemployment rate, during the second and third election periods, while the hypothesis that the administration believes the electorate is rational does a better job in the first and fourth periods.",C. Duncan MacRae,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260562,Savings and Consumption with an Uncertain Horizon,85,2,Apr.,1977,This paper studies the effect of lifetime uncertainty on optimal consumption decisions. It is shown that for risk averters changing the distribution of lifetime uncertainty decreases consumption due to the higher probability of having a longer life and increases consumption due to the desire for sure consumption in the present. The stronger of these effects determines the effect of lifetime uncertainty on optimal consumption decisions. The major result is that if the utility function is Cobb-Douglas and the rate of return is not too large relative to the amount of future discounting then lifetime uncertainty will always increase consumption.,David Levhari,Leonard J. Mirman,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260563,Foreign Direct Investment in Manufacturing,85,2,Apr.,1977,"The purpose of this paper is to present a simple model, based on profit-maximizing behavior, that can be used to derive estimable equations for U.S. foreign direct investment in manufacturing. Our estimation of foreign-investment equations requires estimates of production functions for U.S. manufacturing subsidiaries abroad. Specifically, I estimate the production function to be a constant-returns-to-scale, homogeneous, transcendental logarithmic function. I also present evidence in the form of my estimated foreign-direct-investment equation that domestic and foreign markets may be imperfectly competitive.",Edward John Ray,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260564,"Political Power, Desegregation, and Employment of Black Schoolteachers",85,2,Apr.,1977,"This paper examines the impact of de jure desegregation on education in the South and of increased black voting power on the demand for black schoolteachers in the United States. Because changes in the black share of voters in the post-World War II South are due largely to ""exogenous"" national laws (the Voting Rights Act of 1965, in particular), the paper provides a unique test of the impact of changes in political power on public decision making. The main finding is that increased black voting power appears to have raised demand for black school-teachers in the 1960s. There is additional suggestive evidence that black voting power operated in part through election of black officials. The increase in demand due to the changes in voting offset most of the reduction in demand due to desegregation of schooling in the South, averting the potential dire effects of desegregated education on employment of black teachers. Instead of declining, relative employment of blacks in teaching was maintained, and relative incomes rose in the 1950s and 1960s. These results are consistent with broad ""governmental discrimination"" hypothesis that much of the economic progress or retrogression of blacks in the United States is explicable in terms of black political power and resultant governmental activity.",Richard B. Freeman,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260565,The Foreign Dependence Question,85,2,Apr.,1977,"An embargo probability leads to private adjustments to curtail consumption and expand production, raising marginal value of consumption less than of production. If there are unemployment or foreign policy externalities, there is an optimal tariff which is proportional to foreign dependence, is inversely proportional to elasticity of external embargo loss, varies directly with embargo probability, and depends more complexly on other parameters. Stockpiling should limit embargo price rise to unit cost of storage divided by embargo frequency. With low embargo frequency, the price rise based on the stockpiling criterion may be greater than with no stockpiling. is then unwarranted.",George S. Tolley,John D. Wilman,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260566,The Surprising Incidence of a Tax on Pure Rent: A New Answer to an Old Question,85,2,Apr.,1977,"The classic example of an unshiftable tax is the general tax on pure rental income. Since Ricardo, economists have believed that the annual net rental income of unimproved land falls by the amount of the annual tax and its price by the capitalized value of this tax. This paper shows that these conclusions are false, that the tax on pure land rents is at least partly shifted, and that the price of land may be increased by the imposition of a tax. Implications are suggested for the analysis of the corporate income tax and the taxation of natural resources.",Martin Feldstein,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260567,"Patterns of Engineering Trade Specialization, 1960-1970, and Sweden's Factor Abundance",85,2,Apr.,1977,"This paper investigates whether or not the multiproduct-multifactor analogues of the factor proportions and the Rybczynski theorems receive empirical support. They are analyzed with reference to the Swedish engineering trade pattern in 1960-70. A major change in this pattern is shown to be related to three factor intensities. The results seem encouraging for the modern factor proportions theory in two respects. First, they are broadly consistent with comparative static models of factor accumulation. Second, the relative differences in the factor intensities of engineering subindustries are shown to be stable in the long run.",Lennart Ohlsson,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260568,"Perfect Foresight, Expectational Consistency, and Macroeconomic Equilibrium",85,2,Apr.,1977,"This paper begins by introducing three alternative properties of expectations: weak consistency, strong consistency, perfect foresight. These concepts are then used to consider the relationship between beginning-of-period (stock) equilibrium and end-of-period (flow) equilibrium for both discrete and continuous time. We show that in the former case the consistency between them requires not only that there be perfect foresight in predicting certain relevant variables but also that there be no accumulation of assets. In the latter case the relationship between the two equilibria rests on much weaker conditions. They are equivalent provided expectations satisfy our assumption of weak consistency.",Stephen J. Turnovsky,Edwin Burmeister,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260569,On Two Specifications of Asset Equilibrium in Macroeconomic Models: A Note,85,2,Apr.,1977,The continuous version of the end-of-period equilibrium specification is shown to exist when there is a sequence of temporary equilibria. This is also a sufficient condition for the continuous versions of the beginning-of-period and end-of-period specifications to be equivalent. This refutes Foley's contention that perfect foresight is a necessary condition for these results.,Willem H. Buiter,Geoffrey Woglom,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260570,On Two Specifications of Asset Equilibrium in Macroeconomic Models: Reply to Buiter and Woglom,85,2,Apr.,1977,,Duncan K. Foley,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260571,The Theory of Share Tenancy Revisited--Again,85,2,Apr.,1977,"In fact, share-farmed lands yield as much as rented or owner-cultivated lands. In traditional theory, share-farmed lands yield less, for share tenants stint their efforts. This article shows that economists' standard assumptions about a market equilibrium reconcile theory with fact: when contracts are enforced, share farmers labor as diligently as others. Evidence is advanced that gain from the joining of tenant and landlord interests, not gain from the dispersion of agricultural risk, is the impetus to share tenancy.","Joseph D. Reid, Jr.",,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260572,Household Allocation of Time and Church Attendance: Some Additional Evidence,85,2,Apr.,1977,,Stephen H. Long,Russell F. Settle,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260573,Household Allocation of Time and Religiosity: Replication and Extension,85,2,Apr.,1977,,Ronald G. Ehrenberg,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260574,Estimating Property Tax Capitalization: A Critical Comment,85,2,Apr.,1977,,A. Thomas King,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260575,"A Note on Local Tax Rates, Public Benefit Levels, and Property Values",85,2,Apr.,1977,,Harvey S. Rosen,David J. Fullerton,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260576,The Conference Handbook,85,2,Apr.,1977,,George J. Stigler,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260577,"W. M. Corden, Trade Policy and Economic Welfare",85,2,Apr.,1977,,Anne O. Krueger,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260578,"John Rutledge, A Monetarist Model of Inflationary Expectations",85,2,Apr.,1977,,Robert J. Shiller,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260543,"Optimal Peak-Load Pricing, Investment, and Service Levels on Urban Expressways",85,1,Feb.,1977,"Optimal tolls, capacities, and service levels for highways can be determined jointly by way of an integrated peak-load pricing model. In this paper, such a model is developed and estimated with data for roads in the San Francisco Bay Area. The results suggest optimal peak user tolls of 2-7 cents per automobile mile on rural highways, 2-9 cents on suburban highways, and 6-35 cents on central city highways. Although our results are to some degree dependent on the interest rate, time value, and peak demand configuration assumed, one basic conclusion holds up under all alternative assumptions: current user charges are well below optimal peak tolls. However, our results also suggest considerably higher rush-hour speeds than currently prevail on Bay Area roads, and the lower travel time costs suggested by our analysis (relative to the current situation) should to some degree offset the corresponding higher user charges.",Theodore E. Keeler,Kenneth A. Small,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260544,A Beta-logistic Model for the Analysis of Sequential Labor Force Participation by Married Women,85,1,Feb.,1977,"In this paper, we discuss statistical problems that arise in studying sequences of quantal responses (e.g., labor force participation) in panel data on heterogeneous populations (i.e., populations in which there is unobserved variation in response probabilities). Assuming that response probabilities are governed by a beta distribution, we derive a generalization on of the cross-section logit model to enable it to deal with sequences of discrete events in panel data. This model is applied to panel data on labor force participation of married women. One of our findings is that the distribution of participation probabilities is U shaped, indicating that most women have participation probabilities near zero or near one.",James J. Heckman,Robert J. Willis,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260545,A Theory of the Size and Shape of Nations,85,1,Feb.,1977,"If territory goes to the nation which values it most as a source of revenue, nations will be shaped to maximize joint revenue, net of collection costs. Trade, as a major potential revenue source, should imply large nations; rent should imply small nations; and labor should imply that nations will have closed boundaries or be culturally homogeneous (to maximize exit costs). I show how this fits the pattern of European experience from Roman times to the present. Results of preliminary numerical tests of predictions of the theory are given.",David Friedman,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260546,"Factor Mobility, Regional Development, and the Distribution of Income",85,1,Feb.,1977,"A three-factor model of a small country or region is used to analyze the general equilibrium consequences of three frequently advocated regional development policies--investment subsidies, migration incentives, and educational expenditures. The analysis focuses on policy-induced changes in absolute and relative factor earnings. The results link changes in the distribution of income to the degree of complementarity and substitutability among factors of production and to the pricing scheme adopted by educational institutions. Programs intended to aid lagging regions may produce perverse results, particularly if the cost of education is the same to all individuals regardless of ability.",Rachel McCulloch,Janet L. Yellen,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260547,"Risk, Probabilities, and a New Theory of Cardinal Utility",85,1,Feb.,1977,"This paper presents a set of certainty-equivalence (CE) axioms which allow the individual's preferences to be expressed by a cardinal utility index in the case of quantifiable single-good, uncertain (or certain) prospects. This axiom set differs from the von Neumann-Morgenstern (NM) axiom set. The analysis is extended to the multigood case, and its implications for risk taking are derived. Various tests reported in the literature on experimental psychology show the CE theory to outperform the von Neumann-Morgenstern one. Further, the CE theory satisfactory explains the Allais paradox, which contradicts the NM theory, and is thus to be preferred to the latter as a positive theory for decisions under uncertainty.",Jagdish Handa,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260548,The Demand for Children in Farm Households,85,1,Feb.,1977,"A multiperiod household model of fertility behavior applicable to rural-agricultural settings in which the pecuniary as well as the psychic returns from children are significant is formulated. Implications regarding the effects of variables associated with the market for agricultural labor on the demand for farm children, including technical change, agricultural wage rates, farm value, and nonfarm employment opportunities, derived from the model are tested on U.S. aggregate data covering the period 1939-60. The empirical results obtained appear to support the theoretical model and suggest the importance of the reduction in the value of children as productive assets in agriculture as a factor in the postwar decline in the U.S. farm birth rate.",Mark R. Rosenzweig,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260549,Managerial Objectives in Regulated Industries: Expense-Preference Behavior in Banking,85,1,Feb.,1977,"Recent work on the theory of the firm under regulation suggests that managers of regulated firms may be utility maximizers rather than profit maximizers. There is, however, very little empirical evidence on managerial behavior in regulated industries. This article examines one kind of utility-maximizing behavior that seems particularly applicable to regulated firms: expense-preference behavior. Specifically, I develop a test capable of discriminating between expense-preference and profit-maximizing behavior and apply it to the banking industry, a highly regulated industry. My findings indicate that an expense-preference theoretical framework better explains the behavior of regulated firms than does a profit-maximization framework.",Franklin R. Edwards,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260550,Stabilizing Powers of Monetary Policy under Rational Expectations,85,1,Feb.,1977,"The potential of monetary policy to stabilize fluctuations in output and employment is demonstrated in a stochastic rational expectations model in which firms choose, considering average profitability, to set prices in advance of the period when they apply to goods sold. This lead time in pricing decisions increases the fluctuations of output about the normal employment level. But proper use of a feedback monetary policy rule can reduce these fluctuations even though expectations are rational and people know the policy rule. It is noted that use of a rule-dictated policy sometimes requires the monetary authorities to penalize the economy in the short run for the sake of beneficial system effects of the rule upon the relevant steady-state distributions.",Edmund S. Phelps,John B. Taylor,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260551,"Long-Term Contracts, Rational Expectations, and the Optimal Money Supply Rule",85,1,Feb.,1977,"The paper is concerned with the role of monetary policy and argues that activist monetary policy can affect the behavior of real output, rational expectations notwithstanding. A rational expectations model with overlapping labor contracts is constructed, with each labor contract being made for two periods. These contracts inject an element of short-run wage stickiness into the model. Because the money stock is changed by the monetary authority more frequently than labor contracts are renegotiated, and, given the assumed form of the labor contracts, monetary policy has the ability to affect the short-run behavior of output, though it has no effects on long-run output behavior.",Stanley Fischer,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260552,The Ricardian Nonequivalence Theorem,85,1,Feb.,1977,"Robert Barro has recently reopened the public debt controversy. He argues that taxation and public debt are equivalent in effects. James Buchanan criticized Barro for ignoring earlier literature, especially Ricardo. Buchanan saw Barro as following Ricardo's reasoning. While Buchanan's interpretation of Ricardo is the orthodox one, this note argues that it is erroneous. Ricardo in fact denied that taxation and public debt are equivalent. The ""Ricardian Equivalence Theorem"" is, consequently, a misnomer, largely because Ricardo was not a Ricardian on this issue. Rather, Ricardo enunciated a nonequivalence theorem.","Gerald P. O'Driscoll, Jr.",,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260553,"Education, Income, and Ability: A Comment",85,1,Feb.,1977,,Nicholas Scott Cardell,Mark Myron Hopkins,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260554,"Education, Income, and Ability: Rejoinder to Cardell and Hopkins",85,1,Feb.,1977,,Zvi Griliches,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260555,Publishing Scholarly Books and Journals: Is It Economically Viable?,85,1,Feb.,1977,,Fritz Machlup,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260556,"Bruce A. Ackerman, Susan Rose Ackerman, James W. Sawyer, Jr., and Dale W. Henderson, The Uncertain Search for Environmental Quality",85,1,Feb.,1977,,Larry E. Ruff,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260557,"Eirik G. Furubotn and Svetozar Pejovich, The Economics of Property Rights",85,1,Feb.,1977,,Albert Breton,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260558,"C. A. E. Goodhart, Money, Information and Uncertainty",85,1,Feb.,1977,,Andrew J. Policano,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260559,"Adam Smith, R. H. Campbell, A. S. Skinner, and W. B. Todd, The Wealth of Nations",85,1,Feb.,1977,,George J. Stigler,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260560,"Judith Tendler, Inside Foreign Aid",85,1,Feb.,1977,,G. K. Helleiner,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260724,Stochastic Implications of the Life Cycle-Permanent Income Hypothesis: Theory and Evidence,86,6,Dec.,1978,"Optimization of the part of consumers is shown to imply that the marginal utility of consumption evolves according to a random walk with trend. To a reasonable approximation, consumption itself should evolve in the same way. In particular, no variable apart from current consumption should be of any value in predicting future consumption. This implication is tested with time-series data for the postwar United States. It is confirmed for real disposable income, which has no predictive power for consumption, but rejected for an index of stock prices. The paper concludes that the evidence supports a modified version of the life cycle--permanent income hypothesis.",Robert E. Hall,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260725,"An ""Austrian"" Model of International Trade and Interest Rate Equalization",86,6,Dec.,1978,"This paper constructs a model of trade in which an intermediate good is produced by an ""Austrian"" point-input-point-output process of variable duration while the finished good is produced instantaneously by labor alone. The rate of time preference is a function of the level of stationary consumption and the two countries differ in the rate at which they discount the future. It is shown that the less ""impatient"" country will export the time-intensive intermediate good and import the finished good, with both countries incompletely specialized and the rate of interest and real wage equalized.",Ronald Findlay,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260726,Estimation of Dynamic Labor Demand Schedules under Rational Expectations,86,6,Dec.,1978,"A dynamic linear demand schedule for labor is estimated and tested. The hypothesis of rational expectations and assumptions about the orders of the Markov processes governing technology impose overidentifying restrictions on a vector autoregression for straight-time employment, overtime employment, and the real wage. The model is estimated by the full-information maximum-likelihood method. The model is used as a vehicle for reexamining some of the paradoxical cyclical behavior of real wages described in the famous Dunlop-Tarshis-Keynes exchange.",Thomas J. Sargent,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260727,Optimal Foreign Exchange Market Intervention,86,6,Dec.,1978,"The problem of optimal exchange intervention is approached using the techniques derived in the ""targets, instruments, and indicators"" literature. The optimal exchange-rate policy is one of permitting the appropriate degree of exchange-rate flexibility rather than one of complete fixity or complete flexibility of the exchange rate. Although the problem of the optimal exchange-rate regime has been analyzed in these terms before, criteria previously employed, emphasizing the geographical or functional location of disturbances, are seen to be inappropriate for a portfolio balance model with some degree of capital mobility.",Russell S. Boyer,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/260728,On the Efficiency of the Bond Market: Some Canadian Evidence,86,6,Dec.,1978,"This paper proposes and tests the joint hypothesis that (1) the bond market is efficient and (2) the variation in long-term bond rates is due solely to expectations effects. Under this joint hypothesis, long-term bond rates for any fixed maturity follow (approximately) a martingale sequence. Tests with Canadian data serve not only to support the joint hypothesis but also to cast doubt upon the usefulness of the ""preferred habitat"" model of Modigliani-Sutch and Modigliani-Shiller as well as several single-equation macro models of interest-rate determination.",James E. Pesando,,,,,,
